drive_id,model,disk_id,windows,positive_windows,max_probability,mean_probability,first_probability,last_probability,drive_label
MC1_130000,MC1,130000,670,0,0.52608085,0.5080195,0.07669722,0.491237,0
MC1_133552,MC1,133552,670,0,0.52509475,0.5076422,0.5156745,0.4901662,0
MC1_67690,MC1,67690,670,0,0.52858675,0.5117847,0.52306914,0.49430764,0
MC1_72052,MC1,72052,670,0,0.5287647,0.51190627,0.5233447,0.4954615,0
MC1_130674,MC1,130674,671,25,0.52074254,0.31910855,0.5070022,0.0,1
MC1_61229,MC1,61229,670,0,0.6138412,0.51509994,0.5259292,0.49685925,0
MC1_121008,MC1,121008,670,0,0.6421411,0.517352,0.21082588,0.49728504,0
MC1_163798,MC1,163798,670,0,0.5219349,0.5044596,0.50940174,0.48700553,0
MC1_184119,MC1,184119,656,0,0.5194847,0.50241184,0.5044819,0.48565948,0
MC1_61400,MC1,61400,656,0,0.6087549,0.5154416,0.52584213,0.49739367,0
MC1_94623,MC1,94623,670,0,0.5257775,0.5083402,0.517019,0.49085295,0
MC1_87807,MC1,87807,670,0,0.6140086,0.51508266,0.52593017,0.49647945,0
MC1_165373,MC1,165373,670,0,0.51534164,0.49785426,0.49615958,0.480574,0
MC1_73575,MC1,73575,547,30,0.58018667,0.5177779,0.52502674,0.5037755,1
MC1_128517,MC1,128517,670,0,0.52914196,0.51270205,0.524121,0.49525768,0
MC1_161723,MC1,161723,670,0,0.52336127,0.50587577,0.5122528,0.48838636,0
MC1_105263,MC1,105263,670,0,0.61104655,0.5150414,0.5258194,0.4967598,0
MC1_122154,MC1,122154,670,0,0.5290674,0.51234716,0.5239,0.49491438,0
MC1_140265,MC1,140265,656,0,0.6426417,0.51695156,0.5274781,0.49745998,0
MC1_145182,MC1,145182,409,30,0.5280491,0.51776856,0.52150846,0.5074863,1
MC1_167346,MC1,167346,670,0,0.52503973,0.50761193,0.51556605,0.4902183,0
MC1_5968,MC1,5968,670,0,0.61697227,0.51520276,0.526046,0.4963853,0
MC1_12120,MC1,12120,670,0,0.529142,0.51271087,0.5239739,0.49501643,0
MC1_107564,MC1,107564,670,0,0.52135164,0.50387275,0.5082247,0.48638827,0
MC1_190353,MC1,190353,670,0,0.5291539,0.51269823,0.524127,0.4952713,0
MC1_19266,MC1,19266,670,0,0.52606064,0.5086055,0.517565,0.49111664,0
MC1_91767,MC1,91767,670,0,0.5255308,0.5147412,0.51652735,0.49982125,0
MC1_7498,MC1,7498,670,0,0.5792337,0.51390445,0.52500093,0.49594885,0
MC1_110617,MC1,110617,516,0,0.52041984,0.5069562,0.50636333,0.49350756,0
MC1_22276,MC1,22276,653,24,0.5279223,0.5109852,0.521227,0.49400687,1
MC1_39299,MC1,39299,670,0,0.5207352,0.504047,0.5069765,0.48698327,0
MC1_120689,MC1,120689,670,0,0.5260729,0.50861686,0.5175908,0.4911267,0
MC1_169904,MC1,169904,530,30,0.6344776,0.52009505,0.5266632,0.50394624,1
MC1_148212,MC1,148212,670,0,0.52142876,0.50394243,0.50838757,0.4864627,0
MC1_155177,MC1,155177,670,0,0.5260729,0.508618,0.5175908,0.491126,0
MC1_104182,MC1,104182,670,0,0.6421411,0.5173516,0.21082588,0.49728665,0
MC1_183776,MC1,183776,599,0,0.6352021,0.5181256,0.5267188,0.500566,0
MC1_155789,MC1,155789,670,0,0.52857125,0.5114445,0.52278334,0.49398282,0
MC1_11968,MC1,11968,670,0,0.5154485,0.4979562,0.4963698,0.4805135,0
MC1_14455,MC1,14455,670,0,0.52036595,0.5028889,0.50625414,0.48544872,0
MC1_81241,MC1,81241,670,0,0.5242735,0.5068107,0.5140655,0.48933446,0
MC1_155731,MC1,155731,670,0,0.5280824,0.5117111,0.521623,0.49438676,0
MC1_3879,MC1,3879,670,0,0.6378141,0.5168098,0.5269303,0.4971208,0
MC1_59846,MC1,59846,670,0,0.52039784,0.5029093,0.50631595,0.48542944,0
MC1_119985,MC1,119985,670,0,0.5208008,0.50384724,0.5071114,0.4866499,0
MC1_49445,MC1,49445,670,0,0.52148086,0.5039953,0.5084734,0.48651296,0
MC1_98702,MC1,98702,670,0,0.5214588,0.5039717,0.50844365,0.48648968,0
MC1_167828,MC1,167828,670,0,0.52215356,0.50467163,0.5098289,0.4871931,0
MC1_78130,MC1,78130,258,0,0.5269645,0.5202806,0.51933354,0.513581,0
MC1_117425,MC1,117425,670,0,0.52827835,0.5115819,0.52201474,0.49461308,0
MC1_9404,MC1,9404,670,0,0.5208874,0.5034022,0.50729686,0.4859235,0
MC1_92388,MC1,92388,670,0,0.5211145,0.50364214,0.5077558,0.48620412,0
MC1_10607,MC1,10607,670,0,0.6194681,0.5152929,0.5261123,0.49640775,0
MC1_179720,MC1,179720,670,0,0.5275908,0.51014006,0.52055883,0.49264696,0
MC1_132446,MC1,132446,670,0,0.5224583,0.50498533,0.5104379,0.48754838,0
MC1_101552,MC1,101552,203,0,0.5285924,0.52368283,0.52284783,0.5184445,0
MC1_71233,MC1,71233,670,0,0.5277754,0.5103385,0.5209182,0.49285215,0
MC1_20287,MC1,20287,670,0,0.5219814,0.5045093,0.5094939,0.4870579,0
MC1_128150,MC1,128150,670,0,0.528295,0.51099277,0.52206683,0.49351558,0
MC1_81394,MC1,81394,353,29,0.64085317,0.5266523,0.527257,0.5132709,1
MC1_139622,MC1,139622,670,0,0.64309615,0.5120891,2.5726865e-10,0.49810308,0
MC1_173778,MC1,173778,670,0,0.5207296,0.50325185,0.5069814,0.48599264,0
MC1_44640,MC1,44640,670,0,0.52274865,0.5054449,0.51102716,0.4880953,0
MC1_191232,MC1,191232,670,0,0.52809197,0.5107151,0.52160245,0.4932233,0
MC1_44636,MC1,44636,670,0,0.52879304,0.51629853,0.5234205,0.50244755,0
MC1_129940,MC1,129940,670,0,0.6426691,0.51009136,2.3641179e-15,0.49812487,0
MC1_142801,MC1,142801,670,0,0.5249497,0.5110704,0.5153925,0.49600774,0
MC1_4356,MC1,4356,609,30,0.527654,0.5118325,0.5206797,0.49606887,1
MC1_166854,MC1,166854,656,0,0.5285643,0.51181024,0.52277535,0.49468705,0
MC1_169402,MC1,169402,670,0,0.52877355,0.5118381,0.52336824,0.4943829,0
MC1_113391,MC1,113391,670,0,0.5261495,0.5087581,0.51774144,0.49180058,0
MC1_179249,MC1,179249,670,0,0.5254672,0.5080144,0.5164159,0.49052137,0
MC1_53012,MC1,53012,670,0,0.52878517,0.5118897,0.52339506,0.49442855,0
MC1_189456,MC1,189456,670,0,0.5247433,0.507271,0.51498693,0.4897797,0
MC1_16532,MC1,16532,610,0,0.5258715,0.50998247,0.5171927,0.49404538,0
MC1_65762,MC1,65762,670,0,0.5328558,0.5127637,0.52420473,0.4952922,0
MC1_98153,MC1,98153,670,0,0.5235107,0.5060316,0.5125211,0.4885457,0
MC1_75120,MC1,75120,561,0,0.6357206,0.51929116,0.5267553,0.5026108,0
MC1_52183,MC1,52183,670,0,0.52037364,0.5029193,0.5062748,0.48616675,0
MC1_138983,MC1,138983,670,0,0.5285875,0.5144511,0.5230621,0.49780586,0
MC1_199651,MC1,199651,670,0,0.5287943,0.5163031,0.52342165,0.5024611,0
MC1_3341,MC1,3341,536,0,0.52229935,0.5083553,0.51012206,0.49456203,0
MC1_74843,MC1,74843,670,0,0.5232639,0.5057931,0.51207036,0.4883387,0
MC1_126125,MC1,126125,622,30,0.5259809,0.50978816,0.5174105,0.49362013,1
MC1_66357,MC1,66357,523,0,0.63391256,0.5202866,0.5266178,0.504526,0
MC1_9081,MC1,9081,670,0,0.51748914,0.49999622,0.50048125,0.48252788,0
MC1_100154,MC1,100154,670,0,0.52872264,0.51516557,0.52323204,0.5011164,0
MC1_186256,MC1,186256,670,0,0.52273923,0.5054478,0.5110094,0.48810685,0
MC1_83786,MC1,83786,670,0,0.5153476,0.4978531,0.49619704,0.48040923,0
MC1_37757,MC1,37757,670,0,0.5285149,0.51157767,0.5227481,0.4940144,0
MC1_137866,MC1,137866,671,25,0.6171467,0.51518685,0.52604717,0.49637556,1
MC1_22244,MC1,22244,670,0,0.5279619,0.51084286,0.5213294,0.4961069,0
MC1_165875,MC1,165875,670,0,0.528574,0.51151085,0.52278715,0.49475077,0
MC1_127493,MC1,127493,132,0,0.52848464,0.52561855,0.52281046,0.5223239,0
MC1_133413,MC1,133413,670,0,0.5279042,0.5104748,0.5211923,0.49298355,0
MC1_88131,MC1,88131,670,0,0.5290674,0.5123458,0.5239,0.49491444,0
MC1_192310,MC1,192310,295,0,0.52917,0.522278,0.5240166,0.51472557,0
MC1_32330,MC1,32330,670,0,0.521924,0.5044389,0.50937986,0.48695832,0
MC1_39085,MC1,39085,670,0,0.5288012,0.5121268,0.52342165,0.49519634,0
MC1_565,MC1,565,670,0,0.5153476,0.49785206,0.49619704,0.48039812,0
MC1_75781,MC1,75781,670,0,0.5803055,0.51393414,0.5250262,0.49595913,0
MC1_187985,MC1,187985,670,0,0.6358455,0.51599497,0.52673286,0.49660006,0
MC1_30494,MC1,30494,670,0,0.52355605,0.5061544,0.51265925,0.4890074,0
MC1_89578,MC1,89578,670,0,0.52254015,0.50509524,0.51060975,0.4877063,0
MC1_29725,MC1,29725,670,0,0.5153375,0.4978455,0.49615702,0.48040318,0
MC1_54575,MC1,54575,670,0,0.64245224,0.5067642,4.803043e-27,0.49807173,0
MC1_44532,MC1,44532,670,0,0.5231434,0.5056566,0.5118156,0.4881725,0
MC1_77004,MC1,77004,589,0,0.5219807,0.5084418,0.5094865,0.49506977,0
MC1_172955,MC1,172955,670,0,0.528569,0.51143736,0.5227706,0.49397567,0
MC1_90498,MC1,90498,670,0,0.52786666,0.51105887,0.52111185,0.49295574,0
MC1_14311,MC1,14311,167,30,0.5272365,0.51967317,0.4210099,0.5158957,1
MC1_18388,MC1,18388,670,0,0.64272237,0.5159143,0.0017948861,0.49746647,0
MC1_9385,MC1,9385,670,0,0.5207677,0.50402606,0.5070505,0.4869343,0
MC1_150264,MC1,150264,670,0,0.52222776,0.504739,0.5099849,0.48725638,0
MC1_161730,MC1,161730,670,0,0.5276141,0.5101766,0.5205922,0.49270278,0
MC1_68791,MC1,68791,468,0,0.5217973,0.51001686,0.5091223,0.49837285,0
MC1_44662,MC1,44662,656,0,0.5270834,0.5103409,0.5195627,0.49322987,0
MC1_170879,MC1,170879,670,0,0.52915245,0.5127163,0.5241274,0.49535674,0
MC1_103741,MC1,103741,670,0,0.52072674,0.5032762,0.5069768,0.48597404,0
MC1_102106,MC1,102106,578,0,0.52758366,0.5125467,0.52050376,0.49744323,0
MC1_65391,MC1,65391,670,0,0.5256354,0.50867,0.516736,0.49565664,0
MC1_144541,MC1,144541,670,0,0.58206725,0.5140002,0.5250735,0.49601302,0
MC1_407,MC1,407,670,0,0.5203616,0.5043172,0.5062454,0.4906343,0
MC1_111035,MC1,111035,670,0,0.5259769,0.50874466,0.5173992,0.4918199,0
MC1_52760,MC1,52760,670,0,0.52094513,0.50407284,0.50742894,0.48598063,0
MC1_88005,MC1,88005,670,0,0.52075493,0.5032615,0.50703007,0.48578516,0
MC1_70772,MC1,70772,670,0,0.52682483,0.50936204,0.518978,0.49186766,0
MC1_192392,MC1,192392,670,0,0.52791977,0.5105309,0.521218,0.49306172,0
MC1_34393,MC1,34393,589,0,0.5282292,0.5152772,0.5219979,0.50335515,0
MC1_40819,MC1,40819,670,0,0.58426875,0.51407003,0.52511007,0.49609005,0
MC1_33927,MC1,33927,670,0,0.52254117,0.50505257,0.5106042,0.48756844,0
MC1_52637,MC1,52637,670,0,0.52198213,0.50450575,0.50949556,0.48704717,0
MC1_100376,MC1,100376,670,0,0.5276612,0.510228,0.5206854,0.4927793,0
MC1_36392,MC1,36392,670,0,0.5287888,0.5118297,0.5233846,0.49437037,0
MC1_36288,MC1,36288,670,0,0.6430246,0.51723486,0.12352204,0.49733976,0
MC1_37792,MC1,37792,670,0,0.61837566,0.51541126,0.52608967,0.49684203,0
MC1_54771,MC1,54771,670,0,0.52910584,0.5123914,0.5239377,0.49492252,0
MC1_155385,MC1,155385,670,0,0.5204459,0.5029705,0.50641227,0.485541,0
MC1_95148,MC1,95148,670,0,0.528797,0.51188415,0.5234185,0.49453947,0
MC1_133007,MC1,133007,670,0,0.5225954,0.506852,0.51072055,0.48764706,0
MC1_137514,MC1,137514,670,0,0.63020843,0.518336,0.52644557,0.5005549,0
MC1_4500,MC1,4500,670,0,0.52066916,0.5032882,0.50685906,0.48616844,0
MC1_199561,MC1,199561,670,0,0.52038676,0.5028956,0.50629044,0.4854187,0
MC1_198422,MC1,198422,670,0,0.5194866,0.50200576,0.5044838,0.48469484,0
MC1_87359,MC1,87359,670,0,0.5280077,0.5113891,0.5214128,0.4944684,0
MC1_32083,MC1,32083,670,0,0.52222776,0.5047394,0.5099849,0.48725572,0
MC1_12779,MC1,12779,670,0,0.52867925,0.5117169,0.5231577,0.4942273,0
MC1_189607,MC1,189607,670,0,0.5324879,0.5127773,0.5241896,0.49545622,0
MC1_115779,MC1,115779,577,0,0.5276022,0.5125973,0.5205777,0.49756527,0
MC1_163942,MC1,163942,670,0,0.52861905,0.5124922,0.5229176,0.49558133,0
MC1_155919,MC1,155919,670,0,0.60992223,0.5149485,0.52581835,0.49635413,0
MC1_183209,MC1,183209,670,0,0.5154013,0.4979091,0.4963022,0.4804472,0
MC1_104337,MC1,104337,617,0,0.52869743,0.51322645,0.5231683,0.49698153,0
MC1_100163,MC1,100163,577,0,0.52036315,0.5053181,0.5062495,0.49027264,0
MC1_13730,MC1,13730,670,0,0.5281529,0.5115842,0.5217958,0.49513495,0
MC1_93073,MC1,93073,670,0,0.5222141,0.50474983,0.5099478,0.48741427,0
MC1_197556,MC1,197556,670,0,0.5227484,0.50526696,0.511025,0.48778272,0
MC1_185095,MC1,185095,670,0,0.5255943,0.50826955,0.5166553,0.49321005,0
MC1_27362,MC1,27362,670,0,0.5275609,0.5104452,0.52050465,0.4937483,0
MC1_138494,MC1,138494,670,0,0.5227408,0.50525737,0.5110135,0.48777777,0
MC1_16625,MC1,16625,594,0,0.5209745,0.50547475,0.50746596,0.48996508,0
MC1_31334,MC1,31334,670,0,0.52278787,0.50530684,0.5111059,0.48782486,0
MC1_192547,MC1,192547,670,0,0.52429545,0.5069619,0.5140944,0.48993888,0
MC1_70106,MC1,70106,670,0,0.52549165,0.50802296,0.5164641,0.49053296,0
MC1_26939,MC1,26939,550,30,0.5232574,0.5089259,0.5120573,0.49460083,1
MC1_37686,MC1,37686,670,0,0.5202109,0.50272185,0.5059445,0.48524573,0
MC1_34298,MC1,34298,402,0,0.5274031,0.5182565,0.52018976,0.5113579,0
MC1_180148,MC1,180148,676,25,0.6090511,0.5147572,0.52580535,0.49603415,1
MC1_169011,MC1,169011,670,0,0.52430487,0.506842,0.5141111,0.48937598,0
MC1_130701,MC1,130701,670,0,0.5187954,0.50137717,0.50309014,0.48398617,0
MC1_42036,MC1,42036,670,0,0.64300495,0.5172204,0.10420197,0.4973827,0
MC1_77016,MC1,77016,670,0,0.63786346,0.51657563,0.5269613,0.49720547,0
MC1_16261,MC1,16261,670,0,0.52823395,0.5110866,0.5220194,0.49359095,0
MC1_175789,MC1,175789,670,0,0.5268284,0.5093647,0.51897633,0.4918694,0
MC1_51044,MC1,51044,670,0,0.52681625,0.5093535,0.5189611,0.49186096,0
MC1_116291,MC1,116291,670,0,0.5279042,0.5104747,0.5211923,0.49298418,0
MC1_37626,MC1,37626,670,0,0.56845593,0.5137339,0.5248033,0.49625635,0
MC1_19735,MC1,19735,670,0,0.6088563,0.5148982,0.5257995,0.49629626,0
MC1_38154,MC1,38154,670,0,0.5268014,0.5096253,0.5190208,0.4919753,0
MC1_21054,MC1,21054,670,0,0.64102346,0.5051413,3.7382057e-33,0.49819776,0
MC1_120464,MC1,120464,669,0,0.5282292,0.5129087,0.5220031,0.4997283,0
MC1_168701,MC1,168701,631,30,0.52728087,0.5109027,0.5199602,0.49464643,1
MC1_157210,MC1,157210,670,0,0.6428942,0.5159571,0.0018427313,0.49801272,0
MC1_156967,MC1,156967,670,0,0.6142158,0.5151485,0.5259382,0.49674675,0
MC1_105983,MC1,105983,503,0,0.5220076,0.50889,0.50954646,0.49577054,0
MC1_93916,MC1,93916,670,0,0.5291549,0.51268625,0.52411973,0.49524486,0
MC1_91979,MC1,91979,670,0,0.52815,0.51159775,0.521792,0.49517435,0
MC1_110730,MC1,110730,670,0,0.6316602,0.51728576,0.5264873,0.49895564,0
MC1_36996,MC1,36996,670,0,0.6427954,0.5120138,1.8330068e-10,0.49810284,0
MC1_52895,MC1,52895,670,0,0.5206277,0.50321674,0.5067759,0.48588607,0
MC1_125925,MC1,125925,670,0,0.52748483,0.5100398,0.52033687,0.492549,0
MC1_174664,MC1,174664,670,0,0.6093715,0.5149303,0.52580625,0.49634707,0
MC1_154030,MC1,154030,670,0,0.64343977,0.5133732,1.554639e-07,0.49761048,0
