drive_id,model,disk_id,windows,positive_windows,max_probability,mean_probability,first_probability,last_probability,drive_label,fold
MA1_38162,MA1,38162,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_73167,MA2,73167,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_109140,MA2,109140,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_48267,MA2,48267,469,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_103879,MA2,103879,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_94000,MA2,94000,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_85206,MA2,85206,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_105444,MA2,105444,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_16251,MA1,16251,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_23610,MA1,23610,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_19536,MA1,19536,329,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_23258,MA2,23258,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_40686,MA2,40686,308,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_100157,MA2,100157,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_91530,MA2,91530,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_53397,MA2,53397,364,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_35885,MA1,35885,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_34808,MA2,34808,273,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_83479,MA2,83479,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_14693,MA1,14693,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_109077,MA2,109077,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_112047,MA2,112047,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_75708,MA2,75708,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_41230,MA1,41230,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_70571,MA2,70571,489,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_32190,MA2,32190,551,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_9836,MA1,9836,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_22163,MA2,22163,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_80586,MA2,80586,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_20706,MA1,20706,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_32135,MA1,32135,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA1_8502,MA1,8502,634,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_5290,MA2,5290,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_7644,MA2,7644,419,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_2071,MA2,2071,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_27989,MA2,27989,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_104463,MA2,104463,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_36029,MA2,36029,236,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_52380,MA2,52380,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_105189,MA2,105189,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_66938,MA2,66938,476,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_45702,MA2,45702,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_34127,MA1,34127,662,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_29721,MA1,29721,432,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_40004,MA2,40004,252,29,0.49389693,0.49389693,0.49389693,0.49389693,1,A
MA2_25404,MA2,25404,190,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_79474,MA2,79474,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_27806,MA2,27806,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6671,MA1,6671,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_89730,MA2,89730,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_67831,MA2,67831,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_33280,MA1,33280,452,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_104203,MA2,104203,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6553,MA1,6553,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6902,MA1,6902,263,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_96108,MA2,96108,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_35748,MA1,35748,403,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_57458,MA2,57458,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_31419,MA1,31419,567,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_37653,MA2,37653,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_33047,MA1,33047,515,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6482,MA1,6482,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_20203,MA2,20203,408,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_32239,MA1,32239,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_13904,MA1,13904,271,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_34835,MA1,34835,488,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_68525,MA2,68525,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_28581,MA2,28581,459,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_78779,MA2,78779,441,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_38704,MA1,38704,302,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_80912,MA2,80912,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA1_28530,MA1,28530,403,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_45666,MA2,45666,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_62844,MA2,62844,393,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_108486,MA2,108486,668,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_11079,MA2,11079,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_116351,MA2,116351,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6095,MA1,6095,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_4362,MA1,4362,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_45431,MA2,45431,393,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA1_6691,MA1,6691,278,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_34463,MA1,34463,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_33186,MA1,33186,327,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_8562,MA2,8562,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_40378,MA2,40378,292,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA1_19260,MA1,19260,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_56315,MA2,56315,460,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA1_12576,MA1,12576,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_39839,MA1,39839,403,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_28582,MA2,28582,459,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_99388,MA2,99388,384,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_1837,MA2,1837,384,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_18398,MA1,18398,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_62695,MA2,62695,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_63876,MA2,63876,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6714,MA1,6714,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_2564,MA1,2564,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_39031,MA2,39031,1,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_116192,MA2,116192,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_78506,MA2,78506,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_6647,MA2,6647,307,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_94413,MA2,94413,659,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_96055,MA2,96055,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_16034,MA2,16034,665,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_15025,MA1,15025,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_112153,MA2,112153,372,30,0.49389693,0.49389693,0.49389693,0.49389693,1,A
MA1_41942,MA1,41942,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_21519,MA1,21519,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_34715,MA1,34715,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_85562,MA2,85562,302,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_37932,MA1,37932,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_48578,MA2,48578,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_12243,MA2,12243,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_17739,MA2,17739,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_32486,MA2,32486,468,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_12219,MA2,12219,630,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_22355,MA2,22355,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_3894,MA2,3894,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_104427,MA2,104427,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_42724,MA1,42724,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_35683,MA2,35683,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_57456,MA2,57456,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_91153,MA2,91153,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_116950,MA2,116950,529,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_116323,MA2,116323,488,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_98677,MA2,98677,258,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_38397,MA1,38397,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_24905,MA1,24905,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_11503,MA2,11503,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_13836,MA2,13836,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_45443,MA2,45443,390,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA1_31523,MA1,31523,386,0,0.6811537,0.6732628,0.58869606,0.6659419,0,A
MA2_101864,MA2,101864,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_77116,MA2,77116,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_25196,MA2,25196,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_31228,MA1,31228,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_22669,MA1,22669,11,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_75666,MA2,75666,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_88214,MA2,88214,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_89622,MA2,89622,372,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_34473,MA2,34473,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_28776,MA2,28776,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_17438,MA2,17438,441,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_24955,MA2,24955,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_29433,MA1,29433,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_80112,MA2,80112,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_45007,MA2,45007,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_21401,MA2,21401,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_64541,MA2,64541,457,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_78576,MA2,78576,501,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_19481,MA1,19481,523,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_45401,MA2,45401,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_57662,MA2,57662,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_40366,MA2,40366,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_60621,MA2,60621,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_60148,MA2,60148,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_20162,MA1,20162,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_25090,MA2,25090,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_17343,MA2,17343,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_2774,MA1,2774,404,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_3569,MA2,3569,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_20221,MA1,20221,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_2140,MA2,2140,491,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_51575,MA2,51575,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_64678,MA2,64678,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_8725,MA2,8725,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_32730,MA2,32730,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_997,MA2,997,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_4559,MA2,4559,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_82906,MA2,82906,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_96772,MA2,96772,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_34826,MA1,34826,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_21853,MA1,21853,271,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_10601,MA1,10601,379,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_65795,MA2,65795,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_81567,MA2,81567,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_98936,MA2,98936,645,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_46208,MA2,46208,634,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_22743,MA2,22743,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_30962,MA1,30962,372,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_78617,MA2,78617,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_49939,MA2,49939,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_38428,MA2,38428,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_2223,MA1,2223,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_79864,MA2,79864,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_53853,MA2,53853,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_23040,MA2,23040,518,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_1628,MA2,1628,459,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_108976,MA2,108976,659,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_78311,MA2,78311,547,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_118712,MA2,118712,174,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_35790,MA2,35790,510,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_105605,MA2,105605,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_40909,MA2,40909,280,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_37964,MA2,37964,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_66434,MA2,66434,618,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_80729,MA2,80729,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_21435,MA1,21435,654,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_94629,MA2,94629,633,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_108314,MA2,108314,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_101532,MA2,101532,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_19551,MA1,19551,205,28,0.49389693,0.49389693,0.49389693,0.49389693,1,A
MA2_55271,MA2,55271,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_81932,MA2,81932,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_33394,MA2,33394,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_7657,MA1,7657,282,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_28595,MA1,28595,68,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_56349,MA2,56349,308,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_15010,MA1,15010,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_90530,MA2,90530,258,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_8794,MA2,8794,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_16932,MA1,16932,302,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_66893,MA2,66893,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_32807,MA2,32807,384,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_17187,MA1,17187,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_106994,MA2,106994,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
