drive_id,model,disk_id,window_date,probability,label
MA1_18441,MA1,18441,2019-12-01,0.57328635,0
MA1_18578,MA1,18578,2019-11-18,0.5587802,0
MA1_18738,MA1,18738,2019-12-01,0.5320759,0
MA1_18757,MA1,18757,2019-11-23,0.55666345,0
MA1_18872,MA1,18872,2019-12-01,0.58983165,0
MA1_19015,MA1,19015,2019-07-12,0.5689227,0
MA1_1914,MA1,1914,2019-12-01,0.5590673,0
MA1_1918,MA1,1918,2019-12-01,0.5591078,0
MA1_19202,MA1,19202,2019-10-26,0.5919758,0
MA1_19266,MA1,19266,2019-12-01,0.5626567,0
MA1_19272,MA1,19272,2018-08-10,0.5322674,1
MA1_19403,MA1,19403,2019-12-01,0.54779416,0
MA1_19444,MA1,19444,2019-10-26,0.5833418,0
MA1_19612,MA1,19612,2019-03-06,0.5299488,0
MA1_19761,MA1,19761,2019-12-01,0.55739117,0
MA1_20174,MA1,20174,2019-12-01,0.53470874,0
MA1_20291,MA1,20291,2019-12-01,0.585979,0
MA1_20387,MA1,20387,2019-12-01,0.53577167,0
MA1_20390,MA1,20390,2019-12-01,0.53579533,0
MA1_20504,MA1,20504,2019-12-01,0.5667282,0
MA1_20641,MA1,20641,2019-03-08,0.5326488,0
MA1_2124,MA1,2124,2018-11-03,0.508996,0
MA1_21269,MA1,21269,2019-12-01,0.5887854,0
MA1_21511,MA1,21511,2019-12-01,0.55975986,0
MA1_21723,MA1,21723,2019-12-01,0.58240473,0
MA1_22063,MA1,22063,2018-11-27,0.5123792,0
MA1_2267,MA1,2267,2019-12-01,0.56506675,0
MA1_22768,MA1,22768,2019-04-15,0.5618476,0
MA1_23330,MA1,23330,2019-12-01,0.55879974,0
MA1_23394,MA1,23394,2019-12-01,0.54057205,0
MA1_23398,MA1,23398,2019-12-01,0.5404868,0
MA1_23430,MA1,23430,2019-12-01,0.558152,0
MA1_23536,MA1,23536,2019-11-17,0.55765617,0
MA1_2386,MA1,2386,2018-12-27,0.5486887,0
MA1_23896,MA1,23896,2018-04-28,0.52221733,0
MA1_23898,MA1,23898,2018-04-28,0.522774,0
MA1_24034,MA1,24034,2019-08-09,0.556731,0
MA1_24426,MA1,24426,2018-06-25,0.5234702,0
MA1_24456,MA1,24456,2019-12-01,0.5558474,0
MA1_24920,MA1,24920,2018-10-09,0.5039379,0
MA1_24930,MA1,24930,2018-10-09,0.5040612,0
MA1_25020,MA1,25020,2019-12-01,0.59183216,0
MA1_25517,MA1,25517,2019-03-08,0.55260676,0
MA1_25640,MA1,25640,2018-11-03,0.5189806,0
MA1_25980,MA1,25980,2019-10-26,0.55579215,0
MA1_26174,MA1,26174,2019-12-01,0.5887958,0
MA1_26385,MA1,26385,2018-08-10,0.5429228,1
MA1_26465,MA1,26465,2019-12-01,0.56096834,0
MA1_26532,MA1,26532,2018-04-28,0.5017015,0
MA1_26626,MA1,26626,2018-12-06,0.5529705,0
MA1_26666,MA1,26666,2019-04-11,0.52099764,0
MA1_26671,MA1,26671,2019-04-11,0.5204507,0
MA1_26734,MA1,26734,2019-10-15,0.52764,0
MA1_26818,MA1,26818,2019-10-26,0.590722,0
MA1_26864,MA1,26864,2019-12-01,0.5905412,0
MA1_26906,MA1,26906,2019-12-01,0.56097573,0
MA1_27102,MA1,27102,2019-03-08,0.5521082,0
MA1_2740,MA1,2740,2019-07-06,0.5360264,0
MA1_281,MA1,281,2019-12-01,0.5722204,0
MA1_28175,MA1,28175,2018-10-30,0.52119046,0
MA1_2825,MA1,2825,2019-10-26,0.54554814,0
MA1_28461,MA1,28461,2018-11-07,0.5498737,0
MA1_28540,MA1,28540,2019-09-11,0.5811807,0
MA1_2874,MA1,2874,2019-12-01,0.5533007,0
MA1_29378,MA1,29378,2019-10-26,0.5569287,0
MA1_29398,MA1,29398,2018-11-08,0.52177197,1
MA1_29566,MA1,29566,2018-05-11,0.5020172,0
MA1_29580,MA1,29580,2019-10-26,0.56355345,0
MA1_29650,MA1,29650,2019-10-21,0.5785886,0
MA1_2975,MA1,2975,2019-12-01,0.5610762,0
MA1_30037,MA1,30037,2019-10-26,0.55538106,0
MA1_30303,MA1,30303,2019-02-11,0.5334593,0
MA1_30756,MA1,30756,2019-02-19,0.5269818,0
MA1_30862,MA1,30862,2019-12-01,0.56079996,0
MA1_30904,MA1,30904,2019-10-26,0.58100754,0
MA1_3113,MA1,3113,2018-10-28,0.5104323,0
MA1_31179,MA1,31179,2019-12-01,0.5726504,0
MA1_31466,MA1,31466,2019-12-01,0.5863045,0
MA1_3188,MA1,3188,2019-11-08,0.5250383,0
MA1_31960,MA1,31960,2019-12-01,0.5367981,0
MA1_32005,MA1,32005,2019-12-01,0.5632338,0
MA1_32027,MA1,32027,2019-10-26,0.5735329,0
MA1_32103,MA1,32103,2018-12-27,0.54957336,0
MA1_32482,MA1,32482,2019-12-01,0.58955836,0
MA1_32505,MA1,32505,2018-10-01,0.51618564,0
MA1_33036,MA1,33036,2019-12-01,0.56207514,0
MA1_33122,MA1,33122,2019-12-01,0.56438226,0
MA1_33187,MA1,33187,2018-12-22,0.5243634,0
MA1_33254,MA1,33254,2019-12-01,0.54345036,0
MA1_33365,MA1,33365,2019-10-26,0.56851596,0
MA1_33533,MA1,33533,2019-02-02,0.53234917,0
MA1_34039,MA1,34039,2019-07-12,0.56870925,0
MA1_34379,MA1,34379,2018-10-09,0.50059503,0
MA1_3443,MA1,3443,2019-03-08,0.5171758,0
MA1_34772,MA1,34772,2018-04-23,0.5243689,0
MA1_34967,MA1,34967,2019-12-01,0.5629201,0
MA1_35942,MA1,35942,2019-04-26,0.5520558,0
MA1_35944,MA1,35944,2019-02-11,0.55023193,0
MA1_36051,MA1,36051,2018-02-25,0.48956808,0
MA1_3620,MA1,3620,2019-10-09,0.5781803,0
MA1_36584,MA1,36584,2019-10-26,0.58564115,0
MA1_36984,MA1,36984,2019-11-23,0.53729063,0
MA1_37088,MA1,37088,2019-03-03,0.5360466,0
MA1_37190,MA1,37190,2019-12-01,0.5628831,0
MA1_37734,MA1,37734,2019-03-15,0.51099217,0
MA1_37758,MA1,37758,2019-07-06,0.5424605,0
MA1_37760,MA1,37760,2019-07-06,0.5426143,0
MA1_37909,MA1,37909,2019-12-01,0.5734679,0
MA1_37910,MA1,37910,2019-12-01,0.57359695,0
MA1_38065,MA1,38065,2018-12-18,0.5118224,0
MA1_38082,MA1,38082,2019-10-26,0.5566645,0
MA1_38234,MA1,38234,2018-05-07,0.5034283,0
MA1_38240,MA1,38240,2018-05-07,0.5032945,0
MA1_38617,MA1,38617,2019-11-23,0.5391901,0
MA1_38744,MA1,38744,2019-06-24,0.53859335,0
MA1_38783,MA1,38783,2019-02-17,0.5377226,0
MA1_38784,MA1,38784,2019-02-17,0.5377768,0
MA1_39053,MA1,39053,2019-10-12,0.5426224,0
MA1_39545,MA1,39545,2019-05-30,0.56571084,0
MA1_39586,MA1,39586,2019-03-08,0.55165935,0
MA1_39727,MA1,39727,2018-11-27,0.5174107,0
MA1_39731,MA1,39731,2018-11-27,0.5173752,0
MA1_39744,MA1,39744,2019-12-01,0.5915076,0
MA1_39807,MA1,39807,2019-09-13,0.58585787,0
MA1_40079,MA1,40079,2019-12-01,0.5436367,0
MA1_40092,MA1,40092,2019-07-06,0.5276245,0
MA1_40302,MA1,40302,2018-05-11,0.5027394,0
MA1_40416,MA1,40416,2019-06-01,0.56057763,0
MA1_41055,MA1,41055,2019-02-11,0.5503475,0
MA1_4121,MA1,4121,2019-11-30,0.5620169,0
MA1_41290,MA1,41290,2019-12-01,0.55855155,0
MA1_41394,MA1,41394,2019-10-14,0.55080074,0
MA1_41498,MA1,41498,2019-12-01,0.5636206,0
MA1_41504,MA1,41504,2018-11-27,0.5413678,0
MA1_41747,MA1,41747,2018-04-23,0.4987767,0
MA1_41946,MA1,41946,2019-12-01,0.5883155,0
MA1_42256,MA1,42256,2018-11-26,0.5392346,0
MA1_42279,MA1,42279,2019-03-09,0.52665603,0
MA1_42733,MA1,42733,2019-10-19,0.56032205,0
MA1_42976,MA1,42976,2019-10-26,0.56201977,0
MA1_4663,MA1,4663,2019-12-01,0.565615,0
MA1_4764,MA1,4764,2019-10-26,0.59260064,0
MA1_516,MA1,516,2019-12-01,0.5439854,0
MA1_5311,MA1,5311,2019-12-01,0.56297773,0
MA1_5317,MA1,5317,2019-12-01,0.5662345,0
MA1_533,MA1,533,2019-12-01,0.5576248,0
MA1_5402,MA1,5402,2019-10-26,0.5377064,0
MA1_5623,MA1,5623,2019-12-01,0.5886771,0
MA1_563,MA1,563,2019-10-26,0.5855526,0
MA1_5687,MA1,5687,2019-12-01,0.567192,0
MA1_570,MA1,570,2019-10-26,0.58540606,0
MA1_6063,MA1,6063,2018-12-22,0.52761173,0
MA1_616,MA1,616,2019-10-19,0.5613127,0
MA1_6206,MA1,6206,2019-12-01,0.5880312,0
MA1_6584,MA1,6584,2019-03-08,0.5337564,0
MA1_6654,MA1,6654,2019-12-01,0.56527114,0
MA1_6819,MA1,6819,2018-10-09,0.5191727,0
MA1_7499,MA1,7499,2019-02-12,0.50737506,0
MA1_7553,MA1,7553,2019-02-11,0.5545454,0
MA1_769,MA1,769,2019-12-01,0.5564141,0
MA1_8154,MA1,8154,2019-02-17,0.5196771,0
MA1_8306,MA1,8306,2018-02-09,0.47506228,0
MA1_8328,MA1,8328,2019-12-01,0.56317955,0
MA1_862,MA1,862,2018-05-11,0.5012267,0
MA1_867,MA1,867,2018-05-11,0.5013483,0
MA1_8818,MA1,8818,2018-07-21,0.511318,0
MA1_8869,MA1,8869,2019-12-01,0.5633511,0
MA1_9066,MA1,9066,2019-12-01,0.5593163,0
MA1_9070,MA1,9070,2019-12-01,0.55923414,0
MA1_9074,MA1,9074,2018-10-02,0.5218611,1
MA1_915,MA1,915,2019-04-15,0.5613616,0
MA1_9225,MA1,9225,2019-12-01,0.5584631,0
MA1_9561,MA1,9561,2018-05-27,0.5051742,0
MA1_9604,MA1,9604,2019-12-01,0.5878167,0
MA1_9607,MA1,9607,2019-12-01,0.5878974,0
MA1_9713,MA1,9713,2019-12-01,0.5590033,0
MA1_9969,MA1,9969,2019-12-01,0.5714205,0
MA2_100066,MA2,100066,2019-10-26,0.35537565,0
MA2_100184,MA2,100184,2019-04-27,0.32741296,0
MA2_100191,MA2,100191,2019-04-27,0.33341357,0
MA2_10061,MA2,10061,2019-01-23,0.37312877,0
MA2_100702,MA2,100702,2019-12-01,0.3392863,0
MA2_100932,MA2,100932,2019-07-31,0.39958873,0
MA2_100950,MA2,100950,2019-12-01,0.34459108,0
MA2_101179,MA2,101179,2019-12-01,0.35687837,0
MA2_101278,MA2,101278,2019-08-21,0.35325176,0
MA2_101299,MA2,101299,2019-03-03,0.35455522,0
MA2_101476,MA2,101476,2019-11-28,0.3465193,0
MA2_10172,MA2,10172,2019-10-26,0.36576664,0
MA2_10174,MA2,10174,2018-12-31,0.3487192,0
MA2_101938,MA2,101938,2019-12-01,0.3404878,0
MA2_102041,MA2,102041,2019-12-01,0.46368214,0
MA2_102887,MA2,102887,2018-11-08,0.34776783,0
MA2_102897,MA2,102897,2019-12-01,0.33598432,0
MA2_102905,MA2,102905,2019-12-01,0.33880356,0
MA2_102967,MA2,102967,2019-06-29,0.3513164,0
MA2_103168,MA2,103168,2019-05-27,0.36156172,0
MA2_103335,MA2,103335,2019-04-15,0.40412435,0
MA2_103474,MA2,103474,2019-08-28,0.39860922,0
MA2_103585,MA2,103585,2019-07-13,0.38614792,0
MA2_103856,MA2,103856,2018-05-21,0.39654687,0
MA2_10412,MA2,10412,2019-10-26,0.33348572,0
MA2_104167,MA2,104167,2019-10-26,0.34938923,0
MA2_104460,MA2,104460,2019-12-01,0.3474827,0
MA2_104644,MA2,104644,2019-10-26,0.33345217,0
MA2_104824,MA2,104824,2019-12-01,0.38851225,0
MA2_105242,MA2,105242,2019-10-22,0.36266485,0
MA2_105264,MA2,105264,2019-10-26,0.43279213,0
MA2_105369,MA2,105369,2019-12-01,0.39030793,0
MA2_105442,MA2,105442,2019-10-26,0.36629426,0
MA2_105470,MA2,105470,2019-10-26,0.34180298,0
MA2_105528,MA2,105528,2019-12-01,0.36676344,0
MA2_105534,MA2,105534,2019-12-01,0.867814,0
MA2_105707,MA2,105707,2019-10-26,0.34652406,0
MA2_1059,MA2,1059,2019-12-01,0.34956628,0
MA2_106008,MA2,106008,2019-05-12,0.3524713,0
MA2_106186,MA2,106186,2019-12-01,0.32503414,0
MA2_106661,MA2,106661,2019-04-27,0.33342406,0
MA2_106749,MA2,106749,2019-06-17,0.39713863,0
MA2_106931,MA2,106931,2019-12-01,0.35289648,0
MA2_1071,MA2,1071,2019-12-01,0.36899224,0
MA2_107143,MA2,107143,2019-10-26,0.3432812,0
MA2_107365,MA2,107365,2019-12-01,0.38693476,0
MA2_107574,MA2,107574,2019-12-01,0.4432078,0
MA2_10766,MA2,10766,2019-12-01,0.36551812,0
MA2_107762,MA2,107762,2019-12-01,0.35697165,0
MA2_107807,MA2,107807,2019-10-26,0.35768265,0
MA2_107975,MA2,107975,2019-11-05,0.33939734,0
MA2_107997,MA2,107997,2019-12-01,0.34053323,0
MA2_108011,MA2,108011,2019-12-01,0.35276115,0
MA2_108023,MA2,108023,2019-12-01,0.36470604,0
MA2_108053,MA2,108053,2019-11-17,0.35899588,0
MA2_108220,MA2,108220,2019-12-01,0.38480577,0
MA2_108354,MA2,108354,2019-12-01,0.34985605,0
MA2_108364,MA2,108364,2019-12-01,0.34984896,0
MA2_10844,MA2,10844,2019-12-01,0.34661078,0
MA2_108447,MA2,108447,2019-10-26,0.35138962,0
MA2_108575,MA2,108575,2018-12-03,0.33730906,0
MA2_108946,MA2,108946,2019-10-21,0.34358317,0
MA2_108971,MA2,108971,2019-12-01,0.34856126,0
MA2_109031,MA2,109031,2019-11-29,0.35838643,0
MA2_109125,MA2,109125,2019-03-08,0.3402647,0
MA2_109170,MA2,109170,2018-12-03,0.34018955,0
MA2_109216,MA2,109216,2019-12-01,0.34588546,0
MA2_10925,MA2,10925,2019-12-01,0.34954497,0
MA2_109535,MA2,109535,2019-03-24,0.3369739,0
MA2_10956,MA2,10956,2019-12-01,0.34796068,0
MA2_109802,MA2,109802,2019-12-01,0.34898943,0
MA2_110071,MA2,110071,2019-10-26,0.3512112,0
MA2_110253,MA2,110253,2019-10-26,0.3668667,0
MA2_11035,MA2,11035,2019-11-17,0.3621178,0
MA2_111003,MA2,111003,2019-12-01,0.35332233,0
MA2_111078,MA2,111078,2019-12-01,0.35211265,0
MA2_111210,MA2,111210,2019-12-01,0.36431172,0
MA2_111458,MA2,111458,2019-12-01,0.33947045,0
MA2_111486,MA2,111486,2018-12-09,0.36331603,0
MA2_11156,MA2,11156,2019-12-01,0.3696675,0
MA2_111638,MA2,111638,2019-12-01,0.31939125,0
MA2_111771,MA2,111771,2019-11-05,0.35535342,0
MA2_111813,MA2,111813,2019-12-01,0.34705624,0
MA2_112057,MA2,112057,2019-04-07,0.37101108,0
MA2_112058,MA2,112058,2019-04-07,0.3710142,0
MA2_11224,MA2,11224,2019-12-01,0.39186943,0
MA2_112408,MA2,112408,2019-12-01,0.35653025,0
MA2_112458,MA2,112458,2019-12-01,0.34812054,0
MA2_112689,MA2,112689,2019-12-01,0.39532596,0
MA2_112738,MA2,112738,2018-07-23,0.37776053,0
MA2_112746,MA2,112746,2019-11-23,0.48521936,0
MA2_112770,MA2,112770,2019-12-01,0.3705759,0
MA2_113047,MA2,113047,2019-12-01,0.3751347,0
MA2_113176,MA2,113176,2019-10-22,0.34948316,0
MA2_113354,MA2,113354,2019-07-12,0.33579925,0
MA2_11338,MA2,11338,2019-12-01,0.37842417,0
MA2_113399,MA2,113399,2019-12-01,0.37420943,0
MA2_113439,MA2,113439,2019-10-26,0.3454218,0
MA2_113473,MA2,113473,2019-07-08,0.34675202,0
MA2_113504,MA2,113504,2019-11-17,0.41286233,0
MA2_113661,MA2,113661,2019-12-01,0.34814948,0
MA2_113752,MA2,113752,2019-06-27,0.3589811,0
MA2_113777,MA2,113777,2019-05-03,0.36990988,0
MA2_113915,MA2,113915,2019-03-24,0.34844336,1
MA2_114074,MA2,114074,2019-12-01,0.34817585,0
MA2_114155,MA2,114155,2019-12-01,0.3609147,0
MA2_114247,MA2,114247,2018-10-30,0.38987085,0
MA2_114328,MA2,114328,2019-12-01,0.35454717,0
MA2_115078,MA2,115078,2019-12-01,0.34459066,0
MA2_11549,MA2,11549,2018-12-18,0.36128846,0
MA2_11552,MA2,11552,2018-12-18,0.36129135,0
MA2_115631,MA2,115631,2019-12-01,0.39177677,0
MA2_115638,MA2,115638,2019-12-01,0.38929826,0
MA2_115762,MA2,115762,2018-12-22,0.35355502,0
MA2_115813,MA2,115813,2019-12-01,0.33674636,0
MA2_115819,MA2,115819,2019-12-01,0.33584777,0
MA2_116015,MA2,116015,2019-06-29,0.32583967,0
MA2_116112,MA2,116112,2019-12-01,0.35131952,0
MA2_116155,MA2,116155,2019-12-01,0.36443737,0
MA2_116233,MA2,116233,2019-12-01,0.36202717,0
MA2_116274,MA2,116274,2019-12-01,0.36606586,0
MA2_116537,MA2,116537,2019-02-17,0.33755696,0
MA2_116649,MA2,116649,2019-10-26,0.35538143,0
MA2_116770,MA2,116770,2019-11-17,0.36082292,0
MA2_11682,MA2,11682,2019-10-26,0.35405996,0
MA2_117144,MA2,117144,2019-12-01,0.33488494,0
MA2_117386,MA2,117386,2019-05-03,0.35432464,0
MA2_117558,MA2,117558,2019-12-01,0.3413908,0
MA2_117838,MA2,117838,2019-01-27,0.3558096,0
MA2_117883,MA2,117883,2018-09-18,0.3407392,0
MA2_117906,MA2,117906,2019-12-01,0.41314286,0
MA2_118069,MA2,118069,2018-05-28,0.35210747,0
MA2_118136,MA2,118136,2019-09-11,0.38110235,0
MA2_118830,MA2,118830,2019-11-29,0.40717316,0
MA2_119072,MA2,119072,2019-10-26,0.34637144,0
MA2_120105,MA2,120105,2019-10-26,0.3466522,0
MA2_120125,MA2,120125,2019-12-01,0.3601121,0
MA2_120152,MA2,120152,2019-12-01,0.35356387,0
MA2_120225,MA2,120225,2019-12-01,0.3406916,0
MA2_120370,MA2,120370,2019-11-27,0.34797487,0
MA2_12066,MA2,12066,2019-12-01,0.46578535,0
MA2_120741,MA2,120741,2019-12-01,0.37132707,0
MA2_12140,MA2,12140,2019-10-26,0.3405977,0
MA2_12430,MA2,12430,2019-10-26,0.37221932,0
MA2_12667,MA2,12667,2019-12-01,0.3603988,0
MA2_12673,MA2,12673,2019-10-26,0.36316484,0
MA2_12705,MA2,12705,2019-12-01,0.36196256,0
MA2_12741,MA2,12741,2019-04-22,0.3425561,0
MA2_12837,MA2,12837,2019-12-01,0.34288952,0
MA2_1325,MA2,1325,2019-10-26,0.3465072,0
MA2_1351,MA2,1351,2019-12-01,0.3422658,0
MA2_1352,MA2,1352,2019-11-17,0.33265504,0
MA2_13655,MA2,13655,2019-05-10,0.37299055,0
MA2_1368,MA2,1368,2019-01-28,0.44888535,0
MA2_13779,MA2,13779,2019-05-10,0.38324523,0
MA2_14276,MA2,14276,2019-10-18,0.38728723,0
MA2_14372,MA2,14372,2019-12-01,0.3475122,0
MA2_1458,MA2,1458,2019-12-01,0.34898734,0
MA2_14714,MA2,14714,2018-02-13,0.42272392,0
MA2_15115,MA2,15115,2018-10-07,0.38810533,0
MA2_15344,MA2,15344,2019-12-01,0.3460749,0
MA2_15409,MA2,15409,2019-12-01,0.35117608,0
MA2_15588,MA2,15588,2019-05-13,0.3783403,0
MA2_15812,MA2,15812,2019-12-01,0.38178593,0
MA2_16280,MA2,16280,2019-12-01,0.33633855,0
MA2_16354,MA2,16354,2019-12-01,0.34050566,0
MA2_16539,MA2,16539,2019-12-01,0.3597412,0
MA2_1663,MA2,1663,2019-12-01,0.35234758,0
MA2_16638,MA2,16638,2019-12-01,0.36628804,0
MA2_16659,MA2,16659,2019-12-01,0.35849547,0
MA2_16739,MA2,16739,2019-12-01,0.3805578,0
MA2_1679,MA2,1679,2019-12-01,0.33112004,0
MA2_16927,MA2,16927,2019-11-17,0.3328158,0
MA2_17138,MA2,17138,2019-05-03,0.35706505,0
MA2_17291,MA2,17291,2019-12-01,0.33633828,0
MA2_17330,MA2,17330,2018-12-07,0.46059912,0
MA2_17387,MA2,17387,2019-12-01,0.3810639,0
MA2_17416,MA2,17416,2019-10-26,0.3695691,0
MA2_17418,MA2,17418,2019-04-26,0.34793767,0
MA2_17774,MA2,17774,2019-10-26,0.36742333,0
MA2_17963,MA2,17963,2019-12-01,0.35154584,0
MA2_18114,MA2,18114,2019-12-01,0.52134246,0
MA2_18362,MA2,18362,2019-12-01,0.3479557,0
MA2_18406,MA2,18406,2019-12-01,0.36117783,0
MA2_18409,MA2,18409,2019-12-01,0.34126142,0
MA2_18429,MA2,18429,2019-05-02,0.356955,0
MA2_18467,MA2,18467,2019-07-29,0.34674937,0
MA2_18479,MA2,18479,2019-08-02,1.5740536e-17,0
MA2_18485,MA2,18485,2019-12-01,0.3651706,0
MA2_18568,MA2,18568,2018-08-21,0.37996688,0
MA2_18642,MA2,18642,2019-12-01,0.3363882,0
MA2_18692,MA2,18692,2019-05-02,0.35696357,0
MA2_18790,MA2,18790,2019-12-01,0.3793031,0
MA2_1884,MA2,1884,2019-12-01,0.35362998,0
MA2_18975,MA2,18975,2019-11-23,0.33051026,0
MA2_19234,MA2,19234,2019-03-03,0.37878084,0
MA2_19297,MA2,19297,2019-10-26,0.37516564,0
MA2_195,MA2,195,2019-10-26,0.3623165,0
MA2_19583,MA2,19583,2019-07-01,0.36701456,0
MA2_19678,MA2,19678,2019-12-01,0.3962822,0
MA2_19711,MA2,19711,2019-11-17,0.34411663,0
MA2_19785,MA2,19785,2019-12-01,0.35545954,0
MA2_19923,MA2,19923,2019-12-01,0.81579554,0
MA2_19990,MA2,19990,2019-12-01,0.3790502,0
MA2_20042,MA2,20042,2019-12-01,0.34194073,0
MA2_20177,MA2,20177,2019-11-28,0.3220389,0
MA2_2026,MA2,2026,2019-12-01,0.35609686,0
MA2_2041,MA2,2041,2019-10-27,0.38605946,0
MA2_20759,MA2,20759,2019-11-26,0.3594305,0
MA2_20853,MA2,20853,2019-12-01,0.33923158,0
MA2_20984,MA2,20984,2019-11-23,0.33053955,0
MA2_21099,MA2,21099,2019-12-01,0.35941333,0
MA2_21295,MA2,21295,2019-02-24,0.43861568,1
MA2_21468,MA2,21468,2019-12-01,0.33931115,0
MA2_21532,MA2,21532,2019-08-11,0.3531007,0
MA2_21783,MA2,21783,2019-02-05,0.3484466,0
MA2_2205,MA2,2205,2019-12-01,0.33828846,0
MA2_22186,MA2,22186,2019-10-26,0.3555073,0
MA2_22464,MA2,22464,2019-10-21,0.36278564,0
MA2_22551,MA2,22551,2019-12-01,0.3286777,0
MA2_22729,MA2,22729,2019-12-01,0.36251333,0
MA2_22971,MA2,22971,2019-10-26,0.34981865,0
MA2_22974,MA2,22974,2019-10-26,0.35455656,0
MA2_23161,MA2,23161,2019-07-13,0.3698358,0
MA2_23230,MA2,23230,2019-12-01,0.34557444,0
MA2_23384,MA2,23384,2019-12-01,0.34291026,0
MA2_23396,MA2,23396,2019-02-05,0.3483643,0
MA2_23441,MA2,23441,2019-04-28,0.37662435,0
MA2_23455,MA2,23455,2019-05-05,0.3613413,0
MA2_23983,MA2,23983,2019-12-01,0.35701376,0
MA2_23994,MA2,23994,2019-10-26,0.34924996,0
MA2_23997,MA2,23997,2019-11-03,0.35496557,0
MA2_24004,MA2,24004,2019-01-13,0.37628084,0
MA2_24313,MA2,24313,2019-12-01,0.34845546,0
MA2_24492,MA2,24492,2019-06-29,0.33478191,0
MA2_24498,MA2,24498,2019-12-01,0.46247733,0
MA2_24595,MA2,24595,2019-10-26,0.33961797,0
MA2_24830,MA2,24830,2019-12-01,0.35416734,0
MA2_24848,MA2,24848,2019-12-01,0.3787099,0
MA2_24858,MA2,24858,2019-10-26,0.34978575,0
MA2_24974,MA2,24974,2018-12-31,0.35304615,0
MA2_25317,MA2,25317,2019-10-26,0.36589032,0
MA2_25588,MA2,25588,2019-11-17,0.3682164,0
MA2_25687,MA2,25687,2019-12-01,0.33787397,0
MA2_25962,MA2,25962,2019-12-01,0.3655522,0
MA2_25985,MA2,25985,2018-09-04,0.39537925,0
MA2_25992,MA2,25992,2018-09-04,0.37578008,0
MA2_26005,MA2,26005,2019-12-01,0.33343345,0
MA2_26177,MA2,26177,2019-12-01,0.35574943,0
MA2_26246,MA2,26246,2018-10-14,0.38088128,0
MA2_26261,MA2,26261,2018-04-15,0.49140623,0
MA2_2651,MA2,2651,2019-12-01,0.349214,0
MA2_2673,MA2,2673,2019-12-01,0.33789548,0
MA2_26740,MA2,26740,2019-05-12,0.36901888,0
MA2_26747,MA2,26747,2019-05-12,0.36676255,0
MA2_26760,MA2,26760,2019-12-01,0.36337635,0
MA2_27065,MA2,27065,2019-12-01,0.33928242,0
MA2_27243,MA2,27243,2019-10-26,0.35761392,0
MA2_27301,MA2,27301,2019-10-26,0.34670466,0
MA2_27515,MA2,27515,2019-10-26,0.3766139,0
MA2_27770,MA2,27770,2019-02-15,0.3345135,0
MA2_27784,MA2,27784,2019-12-01,0.36414942,0
MA2_28044,MA2,28044,2018-07-23,0.41379088,0
MA2_28439,MA2,28439,2019-11-17,0.3604328,0
MA2_2845,MA2,2845,2019-12-01,0.33640805,0
MA2_28462,MA2,28462,2019-10-26,0.36801654,0
MA2_28551,MA2,28551,2019-12-01,0.35629058,0
MA2_28703,MA2,28703,2019-09-11,0.3681556,0
