drive_id,model,disk_id,window_date,probability,label
MB1_20141,MB1,20141,2019-11-17,0.33037794,0
MB1_20191,MB1,20191,2019-06-14,0.3036414,0
MB1_20202,MB1,20202,2019-12-01,0.10957397,0
MB1_20294,MB1,20294,2019-11-17,0.10762959,0
MB1_20316,MB1,20316,2019-12-01,0.097455956,0
MB1_20800,MB1,20800,2019-12-01,0.09474993,0
MB1_21007,MB1,21007,2019-12-01,0.32273775,0
MB1_21145,MB1,21145,2019-12-01,0.096557006,0
MB1_2132,MB1,2132,2019-12-01,0.09947549,0
MB1_21451,MB1,21451,2019-12-01,0.080471344,0
MB1_21534,MB1,21534,2019-12-01,0.16661611,0
MB1_21538,MB1,21538,2019-12-01,0.16599366,0
MB1_21693,MB1,21693,2019-11-17,0.12711966,0
MB1_21730,MB1,21730,2019-03-16,0.13632807,1
MB1_21869,MB1,21869,2019-12-01,0.09636375,0
MB1_21944,MB1,21944,2019-12-01,0.080479056,0
MB1_21997,MB1,21997,2019-12-01,0.30710128,0
MB1_22037,MB1,22037,2019-12-01,0.24225423,0
MB1_22403,MB1,22403,2019-12-01,0.121827826,0
MB1_22629,MB1,22629,2019-12-01,0.11538121,0
MB1_22841,MB1,22841,2019-12-01,0.122892834,0
MB1_22939,MB1,22939,2019-11-17,0.31751776,0
MB1_22949,MB1,22949,2019-12-01,0.30795938,0
MB1_23128,MB1,23128,2019-12-01,0.12291812,0
MB1_2360,MB1,2360,2019-12-01,0.34157434,0
MB1_2362,MB1,2362,2019-12-01,0.3415745,0
MB1_23939,MB1,23939,2019-12-01,0.09952847,0
MB1_23964,MB1,23964,2019-12-01,0.124938175,0
MB1_24077,MB1,24077,2019-12-01,0.32890964,0
MB1_24174,MB1,24174,2019-12-01,0.1384569,0
MB1_24242,MB1,24242,2019-12-01,0.10166047,0
MB1_24349,MB1,24349,2019-12-01,0.09758931,0
MB1_24397,MB1,24397,2019-12-01,0.10049661,0
MB1_24716,MB1,24716,2019-12-01,0.3197149,0
MB1_24732,MB1,24732,2019-12-01,0.13415045,0
MB1_24744,MB1,24744,2019-12-01,0.09746296,0
MB1_24753,MB1,24753,2019-12-01,0.09991017,0
MB1_24984,MB1,24984,2019-12-01,0.1477063,0
MB1_25631,MB1,25631,2019-12-01,0.26877633,0
MB1_25787,MB1,25787,2019-12-01,0.3149122,0
MB1_25895,MB1,25895,2019-12-01,0.27299666,0
MB1_26017,MB1,26017,2019-12-01,0.096423104,0
MB1_26090,MB1,26090,2019-08-31,0.16790663,0
MB1_26262,MB1,26262,2019-12-01,0.12902889,0
MB1_26377,MB1,26377,2019-09-17,0.121609785,0
MB1_26428,MB1,26428,2019-11-17,0.1324121,0
MB1_26594,MB1,26594,2019-07-21,0.19148277,0
MB1_26693,MB1,26693,2019-11-17,0.098107986,0
MB1_26709,MB1,26709,2019-11-17,0.13042809,0
MB1_26740,MB1,26740,2019-12-01,0.10158568,0
MB1_27524,MB1,27524,2019-12-01,0.10008861,0
MB1_27719,MB1,27719,2019-12-01,0.09003592,0
MB1_27822,MB1,27822,2019-12-01,0.09845184,0
MB1_27879,MB1,27879,2019-12-01,0.103739955,0
MB1_27990,MB1,27990,2019-12-01,0.09470446,0
MB1_28263,MB1,28263,2019-12-01,0.27509138,0
MB1_28270,MB1,28270,2019-12-01,0.27509296,0
MB1_28319,MB1,28319,2019-11-17,0.09003051,0
MB1_28565,MB1,28565,2019-12-01,0.33121395,0
MB1_2861,MB1,2861,2019-12-01,0.3070451,0
MB1_28674,MB1,28674,2019-12-01,0.09931896,0
MB1_28744,MB1,28744,2019-12-01,0.3089849,0
MB1_28746,MB1,28746,2019-12-01,0.3089849,0
MB1_28810,MB1,28810,2019-12-01,0.32896423,0
MB1_28871,MB1,28871,2019-12-01,0.25708425,0
MB1_29057,MB1,29057,2019-12-01,0.332331,0
MB1_29093,MB1,29093,2019-12-01,0.12230268,0
MB1_2926,MB1,2926,2019-12-01,0.09954864,0
MB1_29360,MB1,29360,2019-12-01,0.29637232,0
MB1_29564,MB1,29564,2019-12-01,0.13284391,0
MB1_29723,MB1,29723,2019-12-01,0.34145662,0
MB1_29725,MB1,29725,2019-12-01,0.11199283,0
MB1_29768,MB1,29768,2019-12-01,0.13670577,0
MB1_29826,MB1,29826,2019-12-01,0.27296695,0
MB1_299,MB1,299,2019-12-01,0.0803664,0
MB1_3016,MB1,3016,2019-09-19,0.13503909,1
MB1_30359,MB1,30359,2019-12-01,0.13155912,0
MB1_3041,MB1,3041,2019-12-01,0.1015548,0
MB1_30501,MB1,30501,2019-12-01,0.11718609,0
MB1_30636,MB1,30636,2019-12-01,0.13717435,0
MB1_3073,MB1,3073,2019-11-01,0.25478327,0
MB1_30771,MB1,30771,2019-11-17,0.12163419,0
MB1_30807,MB1,30807,2019-12-01,0.12085876,0
MB1_3085,MB1,3085,2019-12-01,0.100059755,0
MB1_30913,MB1,30913,2019-10-15,0.13579747,0
MB1_31316,MB1,31316,2019-11-17,0.10371263,0
MB1_31675,MB1,31675,2019-12-01,0.09456644,0
MB1_31964,MB1,31964,2019-12-01,0.27481422,0
MB1_32058,MB1,32058,2019-12-01,0.106830515,0
MB1_32097,MB1,32097,2019-12-01,0.09949179,0
MB1_32403,MB1,32403,2019-12-01,0.0974573,0
MB1_32673,MB1,32673,2019-12-01,0.3030921,0
MB1_32694,MB1,32694,2018-08-13,0.32586282,1
MB1_32784,MB1,32784,2019-12-01,0.1007828,0
MB1_32832,MB1,32832,2019-12-01,0.097493,0
MB1_33152,MB1,33152,2019-12-01,0.097575046,0
MB1_33369,MB1,33369,2019-12-01,0.10920053,0
MB1_33456,MB1,33456,2019-12-01,0.30904564,0
MB1_33535,MB1,33535,2019-12-01,0.11573508,0
MB1_33555,MB1,33555,2019-12-01,0.09572718,0
MB1_33809,MB1,33809,2019-12-01,0.08039668,0
MB1_33998,MB1,33998,2019-04-27,0.6001544,0
MB1_34095,MB1,34095,2019-12-01,0.13570933,0
MB1_34394,MB1,34394,2019-12-01,0.09747078,0
MB1_34491,MB1,34491,2019-12-01,0.08849345,0
MB1_34527,MB1,34527,2019-12-01,0.09750756,0
MB1_34537,MB1,34537,2019-12-01,0.27442646,0
MB1_34775,MB1,34775,2019-12-01,0.12515396,0
MB1_34877,MB1,34877,2019-12-01,0.09997672,0
MB1_35374,MB1,35374,2019-12-01,0.11577573,0
MB1_35434,MB1,35434,2019-12-01,0.095589675,0
MB1_35469,MB1,35469,2019-12-01,0.1258437,0
MB1_35471,MB1,35471,2019-12-01,0.12907079,0
MB1_35715,MB1,35715,2019-12-01,0.12084122,0
MB1_35719,MB1,35719,2019-12-01,0.26301765,0
MB1_35722,MB1,35722,2019-12-01,0.26135147,0
MB1_35789,MB1,35789,2019-09-23,0.13734663,1
MB1_35933,MB1,35933,2019-12-01,0.102241665,0
MB1_36069,MB1,36069,2019-12-01,0.25679794,0
MB1_36131,MB1,36131,2019-12-01,0.09908664,0
MB1_3645,MB1,3645,2018-05-23,0.66020656,1
MB1_36656,MB1,36656,2019-12-01,0.09543643,0
MB1_368,MB1,368,2019-12-19,0.08637929,1
MB1_36858,MB1,36858,2019-11-22,0.11536403,0
MB1_36904,MB1,36904,2019-12-01,0.121731974,0
MB1_37033,MB1,37033,2019-12-01,0.10326869,0
MB1_37058,MB1,37058,2019-12-01,0.08865224,0
MB1_37528,MB1,37528,2019-12-01,0.16078803,0
MB1_37557,MB1,37557,2019-11-17,0.26691815,0
MB1_37681,MB1,37681,2019-12-01,0.098600835,0
MB1_37894,MB1,37894,2019-12-01,0.11144581,0
MB1_38182,MB1,38182,2019-12-01,0.08673979,0
MB1_38228,MB1,38228,2019-12-01,0.08670225,0
MB1_38323,MB1,38323,2019-12-01,0.31546432,0
MB1_38464,MB1,38464,2019-12-01,0.096446164,0
MB1_38522,MB1,38522,2019-12-01,0.08675413,0
MB1_386,MB1,386,2019-12-01,0.31724134,0
MB1_38681,MB1,38681,2019-12-18,0.11300499,1
MB1_38806,MB1,38806,2019-12-01,0.3395552,0
MB1_38913,MB1,38913,2019-12-01,0.11527723,0
MB1_39111,MB1,39111,2019-12-01,0.12957567,0
MB1_39190,MB1,39190,2019-12-01,0.100601315,0
MB1_39277,MB1,39277,2019-12-01,0.10219994,0
MB1_39569,MB1,39569,2019-12-01,0.34139127,0
MB1_39678,MB1,39678,2019-12-01,0.09658571,0
MB1_39853,MB1,39853,2019-12-01,0.14620104,0
MB1_40234,MB1,40234,2019-12-01,0.10268197,0
MB1_40269,MB1,40269,2019-12-01,0.27145642,0
MB1_40294,MB1,40294,2019-12-01,0.121641725,0
MB1_40320,MB1,40320,2019-12-01,0.31560537,0
MB1_4050,MB1,4050,2019-11-05,0.33227643,0
MB1_40640,MB1,40640,2019-12-01,0.30984652,0
MB1_41011,MB1,41011,2019-12-01,0.28419626,0
MB1_41019,MB1,41019,2019-12-01,0.44706044,0
MB1_41464,MB1,41464,2019-12-01,0.080554225,0
MB1_41508,MB1,41508,2019-12-01,0.096361846,0
MB1_41561,MB1,41561,2019-12-01,0.10219226,0
MB1_41572,MB1,41572,2019-12-01,0.32683674,0
MB1_41699,MB1,41699,2019-12-01,0.098446846,0
MB1_42092,MB1,42092,2019-12-01,0.30968118,0
MB1_42558,MB1,42558,2019-08-25,0.22469278,0
MB1_42648,MB1,42648,2019-12-01,0.08665446,0
MB1_42807,MB1,42807,2019-12-01,0.331269,0
MB1_42878,MB1,42878,2019-12-01,0.10522845,0
MB1_42890,MB1,42890,2019-11-17,0.11047479,0
MB1_42951,MB1,42951,2019-11-19,0.09955875,1
MB1_43070,MB1,43070,2019-11-17,0.11047549,0
MB1_43275,MB1,43275,2019-12-01,0.12386516,0
MB1_43343,MB1,43343,2019-12-01,0.2792112,0
MB1_43497,MB1,43497,2019-12-01,0.30642772,0
MB1_43541,MB1,43541,2019-12-01,0.09744454,0
MB1_43815,MB1,43815,2019-12-01,0.119254954,0
MB1_43854,MB1,43854,2019-07-21,0.13978925,0
MB1_44192,MB1,44192,2019-12-01,0.106267996,0
MB1_44264,MB1,44264,2019-12-01,0.12316058,0
MB1_44376,MB1,44376,2019-12-01,0.11708066,0
MB1_44454,MB1,44454,2019-12-01,0.0804753,0
MB1_4742,MB1,4742,2019-12-01,0.08114517,0
MB1_4884,MB1,4884,2019-12-01,0.27019754,0
MB1_490,MB1,490,2019-12-01,0.11670469,0
MB1_495,MB1,495,2019-12-01,0.09000135,0
MB1_4989,MB1,4989,2019-12-01,0.09079438,0
MB1_5114,MB1,5114,2019-12-01,0.26060638,0
MB1_5215,MB1,5215,2019-12-01,0.09639192,0
MB1_5224,MB1,5224,2019-12-01,0.09639192,0
MB1_5325,MB1,5325,2019-12-01,0.10487017,0
MB1_5608,MB1,5608,2019-12-01,0.122750625,0
MB1_5689,MB1,5689,2019-12-01,0.15261476,0
MB1_5859,MB1,5859,2019-12-01,0.099280454,0
MB1_6011,MB1,6011,2019-12-01,0.12290557,0
MB1_6045,MB1,6045,2019-12-01,0.12274004,0
MB1_6187,MB1,6187,2019-11-17,0.12623097,0
MB1_6197,MB1,6197,2019-12-01,0.27084452,0
MB1_6242,MB1,6242,2019-12-01,0.26883712,0
MB1_6291,MB1,6291,2019-12-01,0.1426829,0
MB1_6462,MB1,6462,2019-12-01,0.10690551,0
MB1_6523,MB1,6523,2019-12-01,0.09039618,0
MB1_6792,MB1,6792,2019-12-01,0.14760062,0
MB1_7114,MB1,7114,2019-12-01,0.13778043,0
MB1_7121,MB1,7121,2019-12-01,0.09847635,0
MB1_717,MB1,717,2019-12-01,0.09636247,0
MB1_7203,MB1,7203,2019-12-01,0.23566839,0
MB1_7269,MB1,7269,2019-12-01,0.102206066,0
MB1_7681,MB1,7681,2019-12-01,0.3054366,0
MB1_7816,MB1,7816,2019-12-01,0.12178584,0
MB1_7888,MB1,7888,2019-08-07,0.15006356,0
MB1_8135,MB1,8135,2019-12-01,0.12605894,0
MB1_8202,MB1,8202,2019-12-01,0.09573496,0
MB1_8342,MB1,8342,2019-12-01,0.34139127,0
MB1_8631,MB1,8631,2019-12-01,0.31866392,0
MB1_8667,MB1,8667,2019-12-01,0.09633056,0
MB1_8699,MB1,8699,2019-12-01,0.13556069,0
MB1_880,MB1,880,2019-12-01,0.31504735,0
MB1_8882,MB1,8882,2019-12-01,0.16400792,0
MB1_9167,MB1,9167,2019-12-01,0.09904562,0
MB1_9253,MB1,9253,2019-12-19,0.094380006,1
MB1_9433,MB1,9433,2019-04-01,0.24168046,0
MB1_9995,MB1,9995,2019-12-01,0.09733477,0
MB2_1007,MB2,1007,2019-12-01,0.055774227,0
MB2_1010,MB2,1010,2019-12-01,0.05935807,0
MB2_10216,MB2,10216,2019-02-03,0.055382837,0
MB2_10254,MB2,10254,2019-12-01,0.04856698,0
MB2_10344,MB2,10344,2019-12-01,0.016044904,0
MB2_10449,MB2,10449,2019-12-01,0.049578194,0
MB2_10741,MB2,10741,2019-12-01,0.04656075,0
MB2_11080,MB2,11080,2019-12-01,0.040588927,0
MB2_1152,MB2,1152,2019-11-17,0.050909143,0
MB2_11597,MB2,11597,2019-12-01,0.016049819,0
MB2_11746,MB2,11746,2019-12-01,0.048786465,0
MB2_11780,MB2,11780,2019-02-03,0.054679856,0
MB2_11783,MB2,11783,2019-11-29,0.11212992,0
MB2_11791,MB2,11791,2019-11-29,0.11086671,0
MB2_11842,MB2,11842,2019-12-01,0.04817466,0
MB2_11881,MB2,11881,2019-12-01,0.04677753,0
MB2_11994,MB2,11994,2019-12-01,0.04966982,0
MB2_12248,MB2,12248,2019-12-01,0.054178577,0
MB2_12490,MB2,12490,2019-12-01,0.049291573,0
MB2_12643,MB2,12643,2019-12-01,0.07131104,0
MB2_12654,MB2,12654,2019-12-01,0.06969684,0
MB2_12797,MB2,12797,2019-12-01,0.03791745,0
MB2_13026,MB2,13026,2019-12-01,0.0671652,0
MB2_13108,MB2,13108,2019-12-01,0.035186045,0
MB2_13223,MB2,13223,2019-12-01,0.04884606,0
MB2_13506,MB2,13506,2019-12-01,0.0364785,0
MB2_13523,MB2,13523,2019-07-28,0.09905847,0
MB2_13573,MB2,13573,2019-12-01,0.0652172,0
MB2_13614,MB2,13614,2019-12-01,0.01602653,0
MB2_13748,MB2,13748,2019-12-01,0.050371867,0
MB2_14010,MB2,14010,2019-12-01,0.036083587,0
MB2_14064,MB2,14064,2019-12-01,0.04848376,0
MB2_14179,MB2,14179,2019-12-01,0.049346082,0
MB2_14405,MB2,14405,2019-12-01,0.046519022,0
MB2_14595,MB2,14595,2019-11-17,0.055841457,0
MB2_14608,MB2,14608,2019-11-28,0.04820521,0
MB2_14706,MB2,14706,2019-11-17,0.0648587,0
MB2_14714,MB2,14714,2019-12-01,0.057351213,0
MB2_14909,MB2,14909,2019-12-01,0.015631795,0
MB2_14912,MB2,14912,2019-12-01,0.058531467,0
MB2_14958,MB2,14958,2019-12-01,0.045346707,0
MB2_15048,MB2,15048,2019-12-01,0.033828627,0
MB2_15054,MB2,15054,2019-12-01,0.06266447,0
MB2_15223,MB2,15223,2019-12-01,0.054907594,0
MB2_15461,MB2,15461,2019-12-01,0.05305757,0
MB2_15627,MB2,15627,2019-12-01,0.055107955,0
MB2_15691,MB2,15691,2019-12-01,0.053629693,0
MB2_15709,MB2,15709,2019-11-17,0.05126838,0
MB2_15757,MB2,15757,2019-12-01,0.057963375,0
MB2_15813,MB2,15813,2019-12-01,0.06167061,0
MB2_16083,MB2,16083,2019-12-01,0.05867435,0
MB2_1621,MB2,1621,2019-12-01,0.06489714,0
MB2_16276,MB2,16276,2018-12-30,0.15147075,0
MB2_16324,MB2,16324,2019-12-01,0.06122982,0
MB2_16331,MB2,16331,2019-12-01,0.062669024,0
MB2_16529,MB2,16529,2019-12-01,0.049956128,0
MB2_16883,MB2,16883,2019-12-01,0.060721736,0
MB2_16980,MB2,16980,2019-12-01,0.050175034,0
MB2_17047,MB2,17047,2019-03-04,0.132093,0
MB2_17087,MB2,17087,2019-12-01,0.015597597,0
MB2_17311,MB2,17311,2019-12-01,0.066571526,0
MB2_1772,MB2,1772,2019-12-01,0.059829425,0
MB2_17854,MB2,17854,2019-12-01,0.061809104,0
MB2_17997,MB2,17997,2019-12-01,0.0641011,0
MB2_18206,MB2,18206,2019-12-01,0.06440162,0
MB2_18361,MB2,18361,2019-12-01,0.055751797,0
MB2_18523,MB2,18523,2019-12-01,0.06324287,0
MB2_18717,MB2,18717,2019-01-14,0.14179611,1
MB2_19463,MB2,19463,2018-12-19,0.12811975,0
MB2_19512,MB2,19512,2019-12-01,0.05846862,0
MB2_19526,MB2,19526,2019-12-01,0.06871088,0
MB2_19695,MB2,19695,2019-12-01,0.055755988,0
MB2_19943,MB2,19943,2019-12-01,0.052365344,0
MB2_19976,MB2,19976,2019-12-01,0.015994439,0
MB2_20085,MB2,20085,2019-12-01,0.05670741,0
MB2_20110,MB2,20110,2019-12-01,0.28597966,0
MB2_20112,MB2,20112,2019-12-01,0.0495336,0
MB2_20513,MB2,20513,2018-05-22,0.28404778,0
MB2_20756,MB2,20756,2019-12-01,0.03249793,0
MB2_20765,MB2,20765,2019-12-01,0.06488316,0
MB2_21082,MB2,21082,2019-12-01,0.051241405,0
MB2_21232,MB2,21232,2019-12-01,0.067178056,0
MB2_21351,MB2,21351,2019-12-01,0.0681842,0
MB2_21376,MB2,21376,2019-08-18,0.07033458,0
MB2_21621,MB2,21621,2019-12-01,0.049809285,0
MB2_21705,MB2,21705,2019-12-01,0.049150538,0
MB2_21875,MB2,21875,2019-11-17,0.0659305,0
MB2_21887,MB2,21887,2019-12-01,0.07046504,0
MB2_21925,MB2,21925,2019-12-01,0.046622,0
MB2_21928,MB2,21928,2019-12-01,0.052922327,0
MB2_22059,MB2,22059,2019-12-01,0.09460045,0
MB2_22417,MB2,22417,2019-12-01,0.04395863,0
MB2_22765,MB2,22765,2019-12-01,0.03514732,0
MB2_22870,MB2,22870,2019-12-01,0.05919146,0
MB2_23010,MB2,23010,2019-06-10,0.06165277,0
MB2_23032,MB2,23032,2019-12-01,0.045621634,0
MB2_23085,MB2,23085,2019-12-01,0.06993823,0
MB2_23111,MB2,23111,2019-12-01,0.007969829,0
MB2_2326,MB2,2326,2019-12-01,0.042326648,0
MB2_23281,MB2,23281,2019-12-01,0.05486409,0
MB2_23444,MB2,23444,2019-12-01,0.056258533,0
MB2_23530,MB2,23530,2019-12-01,0.06819897,0
MB2_23673,MB2,23673,2019-12-01,0.044743337,0
MB2_23830,MB2,23830,2019-12-01,0.058299877,0
MB2_23861,MB2,23861,2019-08-06,0.06823857,0
MB2_2399,MB2,2399,2019-12-01,0.067342244,0
MB2_24146,MB2,24146,2019-12-01,0.056014586,0
MB2_24199,MB2,24199,2019-12-01,0.045599505,0
MB2_24295,MB2,24295,2019-12-01,0.049825788,0
MB2_24370,MB2,24370,2019-12-01,0.043931287,0
MB2_24457,MB2,24457,2019-12-01,0.03926625,0
MB2_24478,MB2,24478,2019-12-01,0.06837923,0
MB2_2458,MB2,2458,2019-12-01,0.04701402,0
MB2_24604,MB2,24604,2019-12-01,0.04919561,0
MB2_24621,MB2,24621,2019-12-01,0.058968488,0
MB2_24985,MB2,24985,2018-06-10,0.23860447,0
MB2_25089,MB2,25089,2019-12-01,0.051891647,0
MB2_25264,MB2,25264,2019-12-01,0.06667834,0
MB2_25561,MB2,25561,2019-12-01,0.0506833,0
MB2_25920,MB2,25920,2019-12-01,0.06326876,0
MB2_26031,MB2,26031,2019-12-01,0.14090012,0
MB2_26058,MB2,26058,2019-12-01,0.108109,0
MB2_2635,MB2,2635,2019-11-17,0.26932457,0
MB2_2639,MB2,2639,2019-12-01,0.072475165,0
MB2_26403,MB2,26403,2019-12-01,0.035412848,0
MB2_26450,MB2,26450,2019-12-01,0.05773169,0
MB2_26467,MB2,26467,2019-12-01,0.05783065,0
MB2_26587,MB2,26587,2019-01-28,0.056185033,0
MB2_26976,MB2,26976,2019-12-01,0.057960525,0
MB2_27285,MB2,27285,2019-12-01,0.044535406,0
MB2_27539,MB2,27539,2019-12-01,0.05230843,0
MB2_2754,MB2,2754,2019-12-01,0.04620327,0
MB2_2776,MB2,2776,2019-12-01,0.049532197,0
MB2_28034,MB2,28034,2019-01-14,0.1610456,1
MB2_2827,MB2,2827,2019-12-01,0.056147907,0
MB2_28310,MB2,28310,2019-09-22,0.07832485,0
MB2_28704,MB2,28704,2019-12-01,0.054267652,0
MB2_2944,MB2,2944,2019-12-01,0.051230486,0
MB2_29694,MB2,29694,2019-12-01,0.06091513,0
MB2_29775,MB2,29775,2019-12-01,0.051080216,0
MB2_29818,MB2,29818,2019-12-01,0.046304356,0
MB2_29851,MB2,29851,2019-12-01,0.043949082,0
MB2_30354,MB2,30354,2019-12-01,0.2847479,0
MB2_30546,MB2,30546,2019-11-17,0.016163569,0
MB2_30616,MB2,30616,2019-07-22,0.038799644,0
MB2_3065,MB2,3065,2019-12-01,0.050625216,0
MB2_30694,MB2,30694,2019-12-01,0.05121295,0
MB2_30735,MB2,30735,2019-12-01,0.076156914,0
MB2_3080,MB2,3080,2019-12-01,0.04751163,0
MB2_3086,MB2,3086,2019-11-17,0.09461496,0
MB2_30930,MB2,30930,2019-12-01,0.044004478,0
MB2_31177,MB2,31177,2019-12-01,0.05644067,0
MB2_31287,MB2,31287,2019-12-01,0.0443617,0
MB2_31349,MB2,31349,2019-12-01,0.06447173,0
MB2_31460,MB2,31460,2019-11-17,0.047641207,0
MB2_31662,MB2,31662,2019-12-01,0.017036747,0
MB2_31866,MB2,31866,2019-12-01,0.055872396,0
MB2_32162,MB2,32162,2019-12-01,0.033015728,0
MB2_32210,MB2,32210,2019-12-01,0.07028149,0
MB2_3223,MB2,3223,2018-05-13,0.17487337,0
MB2_32395,MB2,32395,2019-12-01,0.06828575,0
MB2_3254,MB2,3254,2019-12-01,0.060118236,0
MB2_33155,MB2,33155,2019-12-01,0.054197323,0
MB2_33378,MB2,33378,2019-12-01,0.03821876,0
MB2_34001,MB2,34001,2019-12-01,0.0651652,0
MB2_34050,MB2,34050,2019-12-01,0.06930439,0
MB2_34057,MB2,34057,2019-12-01,0.04807848,0
MB2_34119,MB2,34119,2019-12-01,0.06388209,0
MB2_34204,MB2,34204,2019-12-01,0.055656593,0
MB2_34253,MB2,34253,2019-12-01,0.058996458,0
MB2_34260,MB2,34260,2019-12-01,0.062082857,0
MB2_34272,MB2,34272,2019-12-01,0.05243512,0
MB2_34344,MB2,34344,2019-12-01,0.047313552,0
MB2_34407,MB2,34407,2019-12-01,0.049385395,0
MB2_34753,MB2,34753,2018-11-28,0.13984323,0
MB2_34876,MB2,34876,2018-05-20,0.19399586,0
MB2_34909,MB2,34909,2019-12-01,0.051941607,0
MB2_35009,MB2,35009,2019-12-01,0.054416906,0
MB2_35100,MB2,35100,2019-09-11,0.040222865,0
MB2_35339,MB2,35339,2019-12-01,0.044331823,0
MB2_35357,MB2,35357,2019-12-01,0.057186056,0
MB2_35515,MB2,35515,2019-12-01,0.06539638,0
MB2_35661,MB2,35661,2019-12-01,0.033838447,0
MB2_35829,MB2,35829,2018-11-22,0.15782578,0
MB2_35847,MB2,35847,2019-12-01,0.28206533,0
MB2_35985,MB2,35985,2019-12-01,0.058968563,0
