fold,drive_id,model,disk_id,drive_label,total_windows,positive_windows,first_window_date,last_window_date,first_positive_date,last_positive_date,first_positive_probability,last_positive_probability,max_positive_probability,max_probability,mean_probability,last_window_probability
A,MA1_15010,MA1,15010,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_15025,MA1,15025,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_15061,MA1,15061,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_15242,MA1,15242,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_15402,MA1,15402,0,431,0,2018-01-30,2019-04-05,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_15448,MA1,15448,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_15609,MA1,15609,0,253,0,2018-01-30,2018-10-09,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_15637,MA1,15637,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_15716,MA1,15716,0,326,0,2018-01-31,2018-12-22,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_15948,MA1,15948,0,282,0,2019-02-23,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_15976,MA1,15976,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_1622,MA1,1622,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_16233,MA1,16233,0,89,0,2018-01-30,2018-04-28,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_16251,MA1,16251,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_16402,MA1,16402,0,260,0,2018-01-30,2018-10-16,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_16549,MA1,16549,0,382,0,2018-01-30,2019-02-15,,,,,,0.6730572,0.6650872,0.65781444
A,MA1_16817,MA1,16817,0,403,0,2018-01-30,2019-03-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_16932,MA1,16932,0,302,0,2018-01-30,2018-11-27,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_17187,MA1,17187,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_17344,MA1,17344,0,253,0,2018-01-30,2018-10-09,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_17482,MA1,17482,0,523,0,2018-01-30,2019-07-06,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_17728,MA1,17728,0,372,0,2018-01-30,2019-02-05,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_17942,MA1,17942,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_18000,MA1,18000,0,657,0,2018-01-30,2019-11-17,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_18069,MA1,18069,0,671,0,2018-01-30,2019-12-01,,,,,,0.68235797,0.66891086,0.65562683
A,MA1_18117,MA1,18117,0,452,0,2018-01-30,2019-04-26,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_18398,MA1,18398,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_18445,MA1,18445,0,538,0,2018-01-30,2019-07-21,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_18452,MA1,18452,0,538,0,2018-01-30,2019-07-21,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_18458,MA1,18458,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_18493,MA1,18493,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_18648,MA1,18648,0,92,0,2018-01-30,2018-05-01,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_18659,MA1,18659,0,271,0,2018-01-30,2018-10-27,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_18769,MA1,18769,0,386,0,2018-01-30,2019-02-19,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_19260,MA1,19260,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_19406,MA1,19406,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_19423,MA1,19423,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_19481,MA1,19481,0,523,0,2018-01-30,2019-07-06,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_19500,MA1,19500,0,271,0,2018-01-30,2018-10-27,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_19536,MA1,19536,0,329,0,2018-01-30,2018-12-24,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_19551,MA1,19551,1,205,28,2018-01-30,2018-08-22,2018-07-24,2018-08-22,0.4938969314098358,0.4938969314098358,0.4938969314098358,0.49389693,0.49389693,0.49389693
A,MA1_19697,MA1,19697,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_19780,MA1,19780,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_19813,MA1,19813,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_20003,MA1,20003,0,382,0,2018-01-30,2019-02-15,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_20162,MA1,20162,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_20221,MA1,20221,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_20297,MA1,20297,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_20472,MA1,20472,0,272,0,2018-01-30,2018-10-28,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_20514,MA1,20514,0,262,0,2019-03-15,2019-12-01,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_20598,MA1,20598,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_20706,MA1,20706,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2078,MA1,2078,0,29,0,2018-01-30,2018-02-27,,,,,,0.49389693,0.49389684,0.49389693
A,MA1_20828,MA1,20828,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_20844,MA1,20844,0,441,0,2018-01-30,2019-04-15,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_21256,MA1,21256,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_21435,MA1,21435,0,654,0,2018-01-30,2019-11-14,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_21469,MA1,21469,0,339,0,2018-01-30,2019-01-03,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_21519,MA1,21519,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2154,MA1,2154,0,302,0,2018-01-30,2018-11-27,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_21637,MA1,21637,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_21674,MA1,21674,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_21853,MA1,21853,0,271,0,2018-01-30,2018-10-27,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2192,MA1,2192,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_21995,MA1,21995,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_22039,MA1,22039,0,98,0,2018-01-30,2018-05-07,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_2223,MA1,2223,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_22473,MA1,22473,0,278,0,2018-01-30,2018-11-03,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_22522,MA1,22522,1,386,30,2018-01-30,2019-02-19,2019-01-21,2019-02-19,0.4938969314098358,0.4938969314098358,0.4938969314098358,0.49389693,0.49389693,0.49389693
A,MA1_22523,MA1,22523,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_22669,MA1,22669,0,11,0,2018-01-30,2018-02-09,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2278,MA1,2278,0,277,0,2019-02-28,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_23063,MA1,23063,0,452,0,2018-01-30,2019-04-26,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_23171,MA1,23171,0,98,0,2018-01-30,2018-05-07,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_23344,MA1,23344,0,407,0,2018-01-30,2019-03-12,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_23610,MA1,23610,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_23665,MA1,23665,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_23701,MA1,23701,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_23879,MA1,23879,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_24031,MA1,24031,0,18,0,2018-01-30,2018-02-16,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_24054,MA1,24054,0,404,0,2018-01-30,2019-03-09,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_24096,MA1,24096,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2412,MA1,2412,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_24146,MA1,24146,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_24171,MA1,24171,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_24317,MA1,24317,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_24466,MA1,24466,0,89,0,2018-01-30,2018-04-28,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_24529,MA1,24529,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_24560,MA1,24560,0,152,0,2018-01-30,2018-06-30,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_24629,MA1,24629,0,289,0,2018-01-30,2018-11-14,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_2477,MA1,2477,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_24789,MA1,24789,0,634,0,2018-01-30,2019-10-25,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_24857,MA1,24857,0,410,0,2018-01-30,2019-03-15,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_24905,MA1,24905,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_24911,MA1,24911,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_24941,MA1,24941,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_25023,MA1,25023,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_25300,MA1,25300,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_25420,MA1,25420,0,194,0,2018-01-30,2018-08-11,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2564,MA1,2564,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_25743,MA1,25743,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_25836,MA1,25836,0,253,0,2018-01-30,2018-10-09,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_26311,MA1,26311,1,189,29,2018-01-30,2018-08-06,2018-07-08,2018-08-06,0.4938969314098358,0.4938969314098358,0.4938969314098358,0.49389693,0.4938969,0.49389693
A,MA1_26472,MA1,26472,0,603,0,2018-01-30,2019-09-24,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_26675,MA1,26675,0,248,0,2019-03-29,2019-12-01,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_27229,MA1,27229,0,403,0,2018-01-30,2019-03-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_27350,MA1,27350,0,523,0,2018-01-30,2019-07-06,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_27709,MA1,27709,0,523,0,2018-01-30,2019-07-06,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_2774,MA1,2774,0,404,0,2018-01-30,2019-03-09,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2779,MA1,2779,0,404,0,2018-01-30,2019-03-09,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_27907,MA1,27907,0,574,0,2018-01-30,2019-08-26,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_27954,MA1,27954,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_28335,MA1,28335,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_28425,MA1,28425,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_28458,MA1,28458,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_2846,MA1,2846,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_28530,MA1,28530,0,403,0,2018-01-30,2019-03-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_28564,MA1,28564,0,523,0,2018-01-30,2019-07-06,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_28588,MA1,28588,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2859,MA1,2859,0,6,0,2018-01-30,2018-02-04,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_28595,MA1,28595,0,68,0,2018-01-30,2018-04-07,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_2869,MA1,2869,0,6,0,2018-01-30,2018-02-04,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_28837,MA1,28837,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_28873,MA1,28873,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_29029,MA1,29029,0,393,0,2018-01-30,2019-02-26,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_29433,MA1,29433,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_29444,MA1,29444,1,385,13,2018-01-30,2019-02-18,2019-01-26,2019-02-18,0.4938969314098358,0.4938969314098358,0.4938969314098358,0.49389693,0.49389693,0.49389693
A,MA1_29721,MA1,29721,0,432,0,2018-01-30,2019-04-06,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_29847,MA1,29847,0,378,0,2018-01-30,2019-02-11,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_29875,MA1,29875,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_30006,MA1,30006,0,277,0,2019-02-28,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_30748,MA1,30748,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_30813,MA1,30813,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_30863,MA1,30863,0,670,0,2018-01-31,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_30885,MA1,30885,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_30962,MA1,30962,0,372,0,2018-01-30,2019-02-05,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_31228,MA1,31228,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_31297,MA1,31297,0,452,0,2018-01-30,2019-04-26,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_31419,MA1,31419,0,567,0,2018-01-30,2019-08-19,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_31523,MA1,31523,0,386,0,2018-01-30,2019-02-19,,,,,,0.6811537,0.67326266,0.6659419
A,MA1_31712,MA1,31712,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_31771,MA1,31771,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_31776,MA1,31776,0,441,0,2018-01-30,2019-04-15,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_31999,MA1,31999,0,657,0,2018-01-30,2019-11-17,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_32135,MA1,32135,0,657,0,2018-01-30,2019-11-17,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_32224,MA1,32224,0,403,0,2018-01-30,2019-03-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_32239,MA1,32239,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_32265,MA1,32265,0,403,0,2018-01-30,2019-03-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_32417,MA1,32417,0,11,0,2018-11-28,2018-12-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_32427,MA1,32427,0,210,0,2018-01-30,2018-08-27,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_32480,MA1,32480,1,193,30,2018-01-30,2018-08-10,2018-07-12,2018-08-10,0.4938969314098358,0.4938969314098358,0.4938969314098358,0.49389693,0.49389693,0.49389693
A,MA1_32661,MA1,32661,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_32764,MA1,32764,0,403,0,2018-01-30,2019-03-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_32999,MA1,32999,1,183,29,2018-01-30,2018-07-31,2018-07-02,2018-07-31,0.4938969314098358,0.4938969314098358,0.4938969314098358,0.49389693,0.4938969,0.49389693
A,MA1_33000,MA1,33000,0,441,0,2018-01-30,2019-04-15,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_33047,MA1,33047,0,515,0,2018-01-30,2019-06-28,,,,,,0.49389693,0.49389696,0.49389693
A,MA1_33146,MA1,33146,0,379,0,2018-01-30,2019-02-12,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_33186,MA1,33186,0,327,0,2018-01-30,2018-12-22,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_33280,MA1,33280,0,452,0,2018-01-30,2019-04-26,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_33332,MA1,33332,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_3341,MA1,3341,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_33681,MA1,33681,0,441,0,2018-01-30,2019-04-15,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_33735,MA1,33735,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_33990,MA1,33990,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_34127,MA1,34127,0,662,0,2018-01-30,2019-11-22,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_34297,MA1,34297,0,437,0,2018-01-30,2019-04-11,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_34303,MA1,34303,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_34463,MA1,34463,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_3449,MA1,3449,0,403,0,2018-01-30,2019-03-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_34715,MA1,34715,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_34749,MA1,34749,0,96,0,2018-09-20,2018-12-24,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_34826,MA1,34826,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_34835,MA1,34835,0,488,0,2018-01-30,2019-06-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35122,MA1,35122,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35136,MA1,35136,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35137,MA1,35137,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35142,MA1,35142,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35294,MA1,35294,0,8,0,2018-01-30,2018-02-06,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35391,MA1,35391,0,279,0,2018-01-30,2018-11-04,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35723,MA1,35723,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35748,MA1,35748,0,403,0,2018-01-30,2019-03-08,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35781,MA1,35781,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_3583,MA1,3583,0,451,0,2018-01-30,2019-04-25,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35885,MA1,35885,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35888,MA1,35888,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35918,MA1,35918,0,277,0,2018-01-31,2018-11-03,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_35988,MA1,35988,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_36290,MA1,36290,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_36312,MA1,36312,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_36362,MA1,36362,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_36433,MA1,36433,0,82,0,2019-09-11,2019-12-01,,,,,,0.49389693,0.4938969,0.49389693
A,MA1_36554,MA1,36554,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_37052,MA1,37052,0,382,0,2018-01-30,2019-02-15,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_3729,MA1,3729,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_37349,MA1,37349,0,281,0,2018-01-30,2018-11-06,,,,,,0.49389693,0.49389693,0.49389693
A,MA1_37570,MA1,37570,0,635,0,2018-01-30,2019-10-26,,,,,,0.49389693,0.49389687,0.49389693
A,MA1_37713,MA1,37713,0,671,0,2018-01-30,2019-12-01,,,,,,0.49389693,0.49389693,0.49389693
