drive_id,model,disk_id,windows,positive_windows,max_probability,mean_probability,first_probability,last_probability,drive_label
MB2_44495,MB2,44495,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_39457,MB2,39457,634,0,0.49315268,0.49315265,0.49315268,0.49315268,0
MB1_20808,MB1,20808,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_42491,MB2,42491,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_17768,MB1,17768,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_1358,MB2,1358,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_17182,MB1,17182,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_30192,MB2,30192,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_14274,MB2,14274,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_1413,MB2,1413,634,0,0.49315268,0.49315265,0.49315268,0.49315268,0
MB2_41731,MB2,41731,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_12310,MB2,12310,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_16613,MB2,16613,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_10230,MB2,10230,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_24506,MB2,24506,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_15335,MB2,15335,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_35658,MB1,35658,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_23790,MB1,23790,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_29808,MB1,29808,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_37652,MB2,37652,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_11404,MB1,11404,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_41540,MB2,41540,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_27876,MB2,27876,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_48786,MB2,48786,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_30848,MB1,30848,189,30,0.49315268,0.49315268,0.49315268,0.49315268,1
MB2_22488,MB2,22488,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_28542,MB2,28542,667,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_31650,MB2,31650,669,0,0.49315268,0.49315265,0.49315268,0.49315268,0
MB1_33312,MB1,33312,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_1358,MB1,1358,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_16445,MB1,16445,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_217,MB2,217,293,26,0.49315268,0.49315265,0.49315268,0.49315268,1
MB1_38095,MB1,38095,113,30,0.49315268,0.49315268,0.49315268,0.49315268,1
MB1_13636,MB1,13636,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_12181,MB1,12181,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_24578,MB1,24578,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_39012,MB1,39012,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_30673,MB1,30673,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_34671,MB2,34671,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_34254,MB1,34254,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_30831,MB2,30831,504,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_16971,MB1,16971,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_44079,MB2,44079,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_11617,MB2,11617,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_8516,MB1,8516,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_43482,MB1,43482,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_28115,MB2,28115,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_31042,MB2,31042,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_13920,MB2,13920,411,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_47034,MB2,47034,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_3565,MB2,3565,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_4025,MB2,4025,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_13068,MB2,13068,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_33568,MB2,33568,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_33549,MB1,33549,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_20565,MB1,20565,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_38906,MB2,38906,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_47154,MB2,47154,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_15703,MB1,15703,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_14700,MB2,14700,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_19410,MB1,19410,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_18035,MB2,18035,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_10119,MB2,10119,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_13515,MB2,13515,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_931,MB1,931,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_31336,MB2,31336,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_1906,MB1,1906,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_41341,MB2,41341,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_3100,MB2,3100,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_13461,MB2,13461,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_24380,MB1,24380,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_6226,MB1,6226,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_47756,MB2,47756,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_29388,MB1,29388,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_39975,MB1,39975,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_42116,MB2,42116,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_5243,MB1,5243,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_16817,MB2,16817,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_6298,MB2,6298,667,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_40389,MB2,40389,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_30531,MB1,30531,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_6960,MB1,6960,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_38284,MB1,38284,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_12846,MB1,12846,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_19405,MB2,19405,669,0,0.49315268,0.49315265,0.49315268,0.49315268,0
MB2_40939,MB2,40939,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_18325,MB2,18325,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_41208,MB2,41208,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_22439,MB2,22439,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_27678,MB1,27678,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_8078,MB2,8078,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_25989,MB2,25989,667,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_20157,MB2,20157,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_4424,MB2,4424,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_16807,MB1,16807,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_4177,MB2,4177,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_19348,MB2,19348,660,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_36070,MB2,36070,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_4704,MB2,4704,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_38986,MB1,38986,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_46871,MB2,46871,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_13847,MB2,13847,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_18898,MB2,18898,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_25618,MB2,25618,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_37313,MB2,37313,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_30542,MB1,30542,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_49072,MB2,49072,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_46475,MB2,46475,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_34687,MB1,34687,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_31217,MB2,31217,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_18077,MB2,18077,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_10312,MB2,10312,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_6479,MB1,6479,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_34195,MB1,34195,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_19720,MB2,19720,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_6249,MB1,6249,644,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_15741,MB2,15741,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_22175,MB1,22175,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_38174,MB2,38174,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_17786,MB2,17786,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_16741,MB2,16741,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_563,MB2,563,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_1501,MB2,1501,443,30,0.49315268,0.49315265,0.49315268,0.49315268,1
MB1_6196,MB1,6196,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_14360,MB1,14360,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_12361,MB1,12361,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_19552,MB2,19552,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_19345,MB2,19345,660,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_31017,MB2,31017,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_5884,MB2,5884,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_44970,MB2,44970,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_41477,MB1,41477,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_21305,MB1,21305,661,0,0.49315268,0.49315265,0.49315268,0.49315268,0
MB2_7968,MB2,7968,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_3063,MB2,3063,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_13755,MB2,13755,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_7003,MB2,7003,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_43083,MB2,43083,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_31297,MB2,31297,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_30003,MB2,30003,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_15879,MB2,15879,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_34521,MB2,34521,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_14420,MB1,14420,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_29908,MB2,29908,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_15242,MB1,15242,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_28219,MB2,28219,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_40808,MB2,40808,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_7625,MB2,7625,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_42782,MB2,42782,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_30373,MB2,30373,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_2240,MB2,2240,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_33053,MB1,33053,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_4792,MB2,4792,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_1448,MB1,1448,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_35374,MB2,35374,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_8166,MB1,8166,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_18399,MB2,18399,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_7976,MB1,7976,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_28926,MB2,28926,460,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_34117,MB2,34117,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_47026,MB2,47026,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_45023,MB2,45023,77,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_25718,MB2,25718,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_37864,MB1,37864,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_10318,MB2,10318,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_26135,MB2,26135,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_32732,MB1,32732,669,0,0.49315268,0.49315265,0.49315268,0.49315268,0
MB1_8012,MB1,8012,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_704,MB1,704,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_33390,MB2,33390,360,0,0.49315268,0.49315265,0.49315268,0.49315268,0
MB1_20155,MB1,20155,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_39486,MB1,39486,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_31486,MB2,31486,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_41349,MB1,41349,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_19372,MB2,19372,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_34275,MB2,34275,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_4738,MB1,4738,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_21534,MB2,21534,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_37738,MB2,37738,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_14155,MB2,14155,598,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_40467,MB2,40467,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_41983,MB1,41983,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_40814,MB2,40814,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_25011,MB2,25011,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_45676,MB2,45676,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_35286,MB1,35286,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_7514,MB2,7514,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_38050,MB2,38050,669,0,2.149254e-24,1.9018506e-26,0.0,2.149254e-24,0
MB2_47719,MB2,47719,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_22157,MB1,22157,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_34941,MB2,34941,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_43539,MB1,43539,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_41930,MB2,41930,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_16946,MB1,16946,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_22054,MB2,22054,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_37024,MB2,37024,21,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_34700,MB1,34700,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_31305,MB2,31305,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_35299,MB2,35299,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_46942,MB2,46942,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_40026,MB1,40026,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_28578,MB2,28578,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_16396,MB1,16396,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_23880,MB2,23880,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_22621,MB1,22621,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_4619,MB1,4619,668,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_10460,MB1,10460,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_3027,MB1,3027,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_29256,MB2,29256,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_26951,MB1,26951,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_38329,MB2,38329,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_43965,MB1,43965,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_38861,MB2,38861,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_33273,MB2,33273,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_48585,MB2,48585,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_33633,MB2,33633,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_6561,MB2,6561,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_48334,MB2,48334,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_24137,MB2,24137,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_12002,MB1,12002,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_29610,MB1,29610,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_42250,MB2,42250,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_7687,MB2,7687,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_46165,MB2,46165,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_23376,MB1,23376,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_49118,MB2,49118,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_39594,MB1,39594,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_18795,MB1,18795,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_1447,MB1,1447,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_523,MB2,523,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_20233,MB1,20233,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_10216,MB1,10216,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_3429,MB1,3429,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_46457,MB2,46457,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_8171,MB2,8171,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_36751,MB1,36751,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_15682,MB1,15682,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_22086,MB1,22086,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_12271,MB2,12271,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_22709,MB2,22709,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_14814,MB1,14814,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_5921,MB1,5921,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_14068,MB1,14068,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_536,MB1,536,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_2529,MB2,2529,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_44971,MB2,44971,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_8948,MB2,8948,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_12710,MB2,12710,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_14882,MB1,14882,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_33518,MB2,33518,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_20848,MB1,20848,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_17675,MB2,17675,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_24941,MB1,24941,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_5097,MB1,5097,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_16627,MB1,16627,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_37281,MB1,37281,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_7476,MB2,7476,583,0,0.49315268,0.4931527,0.49315268,0.49315268,0
MB2_9283,MB2,9283,384,30,0.49315268,0.4931527,0.49315268,0.49315268,1
MB2_20092,MB2,20092,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_12817,MB1,12817,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_21759,MB1,21759,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_19907,MB1,19907,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_47597,MB2,47597,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_46750,MB2,46750,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_39168,MB2,39168,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_36039,MB2,36039,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_23599,MB1,23599,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_33627,MB1,33627,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_32464,MB1,32464,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_29732,MB2,29732,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_2369,MB1,2369,656,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB1_17990,MB1,17990,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
MB2_46985,MB2,46985,670,0,0.49315268,0.49315268,0.49315268,0.49315268,0
